,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
16,grrraros,@ultragaydeer you cant subtweet me i see all,966795093054296064,ultragaydeer,is this how you do the flirt? I don't know I honestly woke up and I was like I'm going to eat a hellhound,966794218122498054
17,maria_floresss,@cinthva if this is a subtweet to me it’s bc i did my makeup a little different,966794245578293248,cinthva,Boy I’m hungry and you lookin like steak 🥩,966784974136528897
18,ms_peaceweaver,@5thCircAppeals Is this a subtweet about church,966793963855384577,5thCircAppeals,I wish people were nicer to each other tbh,966793693821915136
19,imCor3y,@G0OFY_ This subtweet is a 10/10 to be honest,966792582549426176,G0OFY_,It infuriates me when I see people on twitter talking down on grinding cod. Even more so she the kid was fucking horrible at it,966792361106919425
20,Gigles_ohkay,@lizalicea05 Dang that subtweet lol!,966792126641078274,lizalicea05,I need to unfollow someone cause it’s getting annoying.,966791752681103360
21,hotashis,"@DFEARpls @SSB_Leo_Heart if this is a subtweet about the stanky kid 

i aint taking nothing back",966791375059607552,SSB_Leo_Heart,Daily reminder that being good at a video game doesn't make you some higher being or deity. Don't be an asshole to lower level players.,966763133636399104
22,AhmedinhoJr,@generalslug @CampbellxEmma please don't subtweet me so brutally :-|,966790058354335744,generalslug,i really admire the courage of some people on left twitter to talk out of their ass w/ complete carefree confidence,966768675620605954
23,dcarrier24,@brookiepooh23 Savage subtweet,966787374632992768,brooklyn_lee23,You’re still a 🐍,966779934814429184
24,kaelieskye,@sonny123789 Ew dont fucking subtweet me https://t.co/8BTPyDbZLm,966787015718121472,sonny123789,the thing about insecurities is they don’t go away for one person,966721802587295745
25,AuthenticCap,@Kaiefsee oo subtweet about who,966785937475883009,Kaiefsee,"if your twitter has 934 followers, block me",966784512716918785
26,emnvs18,@druzyjay you always make me so nervous when you subtweet or say something that sounds like it could be a subtweet 😂,966775173574664192,druzyjay,Lmao don’t flatter yourself,966772452452917248
27,Shinken_Oh,@Freeze_Cracker @LeemerBean this is lowkey a subtweet,966769558098006016,LeemerBean,"stop,,,, tlaking bout grween,,",966769018932744192
28,coreyddavis,@MAB1013 Thanks for the subtweet! 😘,966768247872909317,MAB1013,Funny is motherfucking sexy as hell.,966765584762396672
29,skylar_alexis5,@69_koolaid_man I’m wondering if u will @ them or continue to subtweet lmaoooo,966766531815333889,69_koolaid_man,"I’m wondering, will you learn from this or let them do the same thing to you again",966408037203312644
30,priebjm,"@elusiveEM Ummmmmm. Can't tell what this is about as a subtweet.

What's up?",966764465688637440,elusiveEM,"Think I’ve put stick in ants nest. And I don’t care, someone must speak out how it is. #honesty #sneakes",966760309099847683
31,abominaidan,@LizzyDiamond18 When you subtweet a total stranger,966761085012467713,LizzyDiamond18,DINING HALL ETIQUETTE IS REAL AND I GET REAL UPSET WHEN PPL DONT FOLLOW IT,966757783801597952
32,FollowerOfPrez,@Mi5terDNA Did everybody in my office ask you to subtweet me?,966753267731574785,Mi5terDNA,"you ever stand-up with a purpose, only to realize you have no idea why you stood up to begin with?",966752331550330880
33,shishiqiushi,@rajandelman @C_Trombley1 please be a taleb subtweet,966751762353917952,rajandelman,All eyes are grapes. I'm sorry to have to be the one to tell you,966750730056060929
34,RealOriginalOG,"@kumailn And now you're subtweeting them, I wonder if they'll subtweet you?",966751367032463360,kumailn,Someone emailed me and then I emailed them back and then they responded to that email. It never ends.,966727389584637952
35,dgryski,@pcwalton Your gofmt subtweet is noted.,966750022304858112,pcwalton,One nice side effect of clang-format and rustfmt coming along *after* a lot of code existed is that they had to be really good to get use.,966748400967274497
36,justasp4rk,@jdesk13 I'm actually thinking about every text I've ever sent you to figure out if this is a subtweet about me. Probably not; I don't know.,966749163349258240,jdesk13,Is there a polite way to tell your friends if they use a semicolon incorrectly?,966740733188337664
37,SPierceNC,@Double__Deeee Don’t subtweet me bitch,966748845303566336,Double__Deeee,It’s crazy when you think about how people who used to mean so much to you are irrelevant now,966480431146291201
38,SonOfUhGunn,@MichWarrior48 @TLCplMax Do I subtweet him?,966748314963148801,TLCplMax,No one is obligated to debate you because you decided to tweet at them one day.,966727013208698880
39,PatrickOnPluto,@rf_aj8 😂😂😂😂😂😂 subtweet too strong,966741297632444417,rf_aj8,Can’t fw dukes who fw Fergie,966350347756224514
40,nalencia,@CassChen_ This is a subtweet 😂,966737298548281344,CassChen_,People who post unflattering photos of you to tag you in are not your friends,966580605612908544
41,lilyrcarter,@tombleyabby is this a subtweet @ me,966733851992215552,tombleyabby,please rsvp to my wedding if u were invited !!!!!!!!,966663944353079297
42,AcqIncUpdates,@MystyVander Wow @quisitionrhymes way to subtweet me,966733655472295936,MystyVander,DM Tip: You're not the boss of the table. You're the narrator and mediator. Remember that.,966502716309692416
43,TummyEwok,@grouchymarxx @RedMotovilov 🎶🎶you're so vain/you probably think this subtweet is about you🎶,966732340927004672,RedMotovilov,"""hmm how can i somehow make this about me"" lord adonis",966730982945644544
44,scrub_zone,@AdamMyerson don’t subtweet Mikey like that,966730418056843264,AdamMyerson,I am so worried about how dumb the moves are going to be at #ninigret after everyone spends the week watching short track speed skating.,966713435441586176
45,treyzingis,@FlyByKnite i’ll give you double to subtweet him,966729560430731276,FlyByKnite,That NBA play-in tournament idea is so bad.,966728207503261696
46,treyzingis,@FlyByKnite who’s paying you to subtweet me,966729167235633152,FlyByKnite,That NBA play-in tournament idea is so bad.,966728207503261696
47,kawawadesu,@n0tclaudine That subtweet. @ me next time,966728973781581824,n0tclaudine,I hate knowing when a person is always on their phone and ignores me.,966566149985943553
48,MalloryGalassi,@jwill_texas 😂😂 you’re going to subtweet me but ask me why I left the gm...? i’m trying to be nice to y’all and keep my mouth closed👌🏼,966725070658899968,jwill_texas,Big mad or little mad?,966724171907633153
49,kuovay,@NataliEpshtein i feel like this is a subtweet,966724990459662336,NataliEpshtein,I really wish people who aren't educated enough on a subject would stop trying to educate others. 👌👌👌👌,966724860172013569
50,ErikJFisher,"@danbenjamin I assume this is a subtweet about the “new” Achor app update? Yeah, that’s public voicemail, not podcasting.",966724642839957505,danbenjamin,"Companies keep popping up with the same flawed idea: “Make podcasts with your phone like Snapchat.”

They just don’t understand podcasting.",966712809194213376
51,feedingham2cats,@DenpaCodec nice subtweet chucklefuck. enjoy you're ban,966722788500410370,DenpaCodec,"""love too get crucified"" - some low follower count ironybro",966722473872928768
52,xlydss_,@1stLadyMai I been seeing you subtweet me punk ass 😂😂,966718224296529920,1stLadyMai,Girl better get off my tl with this bs 😒,966716854227136512
53,RebeccaaLandryy,@_dtwizzle Don’t subtweet me like that,966712226081132544,_dtwizzle,It’s something about a girl with white toes and that do something to a nigga. Like just know you gon taste good,966706274497912833
54,KimthePerson,@fouryearbrett How are you going to subtweet me like this,966708712697159682,fouryearbrett,I’m not trying to brag or anything but I’ve gone from one push-up to five in a month so some might say I’m the strongest man alive,966699751453413376
55,aubreyhirsch,@fanelli Just block me don’t subtweet me,966701652911710208,fanelli,2018 is the year i learned that it is possible to both entirely agree with someone and also not wanna hear their bullshit all the time,966445573862756354
56,K_Bills,@Wolfie2424 @BarstoolBigCat How many times are you going to subtweet your own tweets? #salty,966701599614816256,BarstoolBigCat,FUCK YES WE’RE THE BEST COUNTRY EVER,966571517390749696
57,Hugh2D2,"@KathMBarbara so... how ya doin?

#subtweet",966695985832394752,KathMBarbara,"If you want to know how I'm doing, you can ask me in a non-snarky way, maybe while hopping off your perch of smugness.",966695871734829056
58,Atunci_CoV,"@am_anatiala Not sure if Renlo, @WTDresearch subtweet, fossa related, or USA politics",966694961524756480,am_anatiala,currently figuring out how to create social unrest that snowballs on itself into anarchy,966693186000351232
59,marcjamesmill,@Homo_Bromo Bby girl then don’t subtweet unless you want to get called out!,966692763944275969,Homo_Bromo,I so badly wanna stir the pot but I’m just gonna sit back and watch this bs drama happen. 😶,966547010961723393
60,palevantine,@_fadibaza YouTube don’t pay me shit lmao does twitter pay you to subtweet,966688026175922177,_fadibaza,Does twitter pay people to sit on twitter all day and place there useless opinions? Cause if so hook your boy up,966684195891408896
61,NotYourHijabae,@DreamPharmD @DoctorMeowskis Lol too bad I’m blocked by the person I would want to subtweet this to,966673931389284353,DoctorMeowskis,If people could stop automatically assuming the worst about doctors that would be fantastic.,966446279793426432
62,kirananwarali,@inaara786 Oh okay...#subtweet,966667375570452480,inaara786,"I just don’t understand how some ppl don’t like football. Like df do you do with them when it’s football season? Hell nah, gtfo",966562973929046016
63,captainbadbeard,@spkitty I like to think all subtweet are about me until told otherwise. 😉,966666710890831872,spkitty,yous are boring the tits off me on an industrial level,966637182244016130
64,FounderIsner,@Smoothie711 Don’t you subtweet me,966655018274316288,Smoothie711,"Log on to see a full grown man still on this game, and a bunch of kids screaming at one another. :/",966516863990665217
65,roro_L_13,@ammoollzz When you try to subtweet but you're too stupid,966654000056684545,ammoollzz,How are you sure maybe I'm lying just ti hurt you so you can forget ne cause I'm not good for you maybe because you deserve better,965963073659068417
66,TheLarkInn,@iamdevloper Best subtweet.,966631548559609856,iamdevloper,"wait, wtf is a &lt;link /&gt; tag?",966628584453533696
67,daynightgray,@GraysonDolan My dms are open. Don’t need to subtweet,966607048673722368,GraysonDolan,I enjoy deep conversations about meaningful shit. I need to have more,966601166267105280
68,buttquake,@DiamondClit the fact that you would subtweet about me TALKING SHIT is fucking disgusting. karma’s a bitch sweethea… https://t.co/9nuOqCFfcr,966606284031184896,DiamondClit,No shade but I think it's fucking disgusting when people DRAG the beauty blender across their face instead of bouncing it.,966546968712380416
69,_allikT_,@Otm_LuhhDave So you scared and just gone subtweet her ? 🤣🤣 she feel like she a 10 let her know she a 5,966581455257329664,Otm_LuhhDave,if i see another 5 talk like she a full 10🙄🤦🏾‍♂️,966579599848157184
70,Romar55,@MattSmith96 I hate when you subtweet about rocket league 😜,966580664509267968,MattSmith96,I would hate to be a goalie in any sport.,966569097298296833
71,NotYourCheeseBr,@carltonautism This is a ru subtweet,966574613789642752,carltonautism,hey wait a second that girl has a big dick.,966562328282939393
72,pedrolikesparty,@ARCTICRUIN i was just about to subtweet ur ass but at least u got the courage to come out and say it,966574387313946624,ARCTICRUIN,I’m the fakest person I know can someone teach me how to be a good friend/girlfriend/decent human being these are self-loathing hours,966565055495069696
73,eminem11683,@colbywinters @LukeWheeler01 Nice to slip this subtweet in here 😂🤣,966573307750440960,colbywinters,"My fake online wife confronts my fake online girlfriend...
*spoiler alert*
They decide its all my fault😉😉😉
 #OnTheNextEpisodeOfMaury",966497292537737216
74,alcoholickirby,@dominicparker_ Is this a subtweet,966570689841922048,dominicparker_,"Sound Curfew is playing at the Silverlake Lounge again in a few weeks.
It's such a lovely venue, I can't wait. :]",966564714254761984
75,asabetyyy,@ItsNebTV What I think you look like when you subtweet 😂🧐 https://t.co/EePit8fEgx,966567181239504902,ItsNebTV,"LOL, doesnt work like that.",966560975183798272
76,rayvorik,@harnoorrrr subtweet me harder will ya?,966565481434853377,harnoorrrr,“stop sending me memes i’m trying to create poetry” 💀💀,966557094127190017
77,hockeyfisch,@krittterrr Is this a Stack subtweet?,966553387109056512,krittterrr,Team USA has looked so slow tonight,966553249946927105
78,iitsreilly,@ivyandgreene nice subtweet btw,966551554584059904,ivyandgreene,Is it just like an unspoken rule that all college friendships have to be fleeting and parasitic,966551156674580480
79,Tbaaaag,@Looovelymo Is this a subtweet about Kylie Jenner?,966549906084147202,Looovelymo,I love ppl who don’t post anything for about 9 months &amp; then BAM they have a baby lol,966534392746147840
80,paytonanderso12,@myrandamboswell Just cuz you want to Praise subtweet me like just @ me next time,966546501991321600,myrandamboswell,That actually made me really happy,966543662330064896
81,Goblliinator,@Sam_Aguero Why would you subtweet me 👀,966546313247473664,Sam_Aguero,I think it's safe to say I'm giving up on you,966545041404575744
82,mcdowall_audrey,@loganstahla22 @coopriley31 bitch you really comin @ me with that subtweet?,966546136264839168,loganstahla22,girls really out here saying shit about not caring about our fortnite dubs and then posting 46768543 seconds of makeup tutorials on snap😤😤,966506231610437637
83,high_lo_piccolo,@hahathankslol I feel like this is either a subtweet to someone who went to a basketball game and didn’t invite you… https://t.co/NTq1168IKh,966544093701726208,hahathankslol,I Don’t Really Like Basketball But If Someone Took Me To A Basketball Game I Think That I Could Have A Nice Time,966483205560963073
84,hichaelmart,"@noopkat Wow, pretty brutal subtweet Suz. I didn't really want to know why the chicken crossed the road.",966543205494919168,noopkat,sometimes I feel like I’m the most serious person on the planet and how utterly isolating I make things for myself as a result,966538291242774528
85,lmb2013,@Thdane1 Lol thanks for the subtweet👋🏻,966542956072124416,Thdane1,"When someone doesn't like your comment but likes the other persons comment. 
Well then fuck you to
Lmao",966516680263393281
86,lindsey_swan,@sarah_clouse27 Then talk to me don’t subtweet me 😉,966538827593498625,sarah_clouse27,Just want to talk to you,966522753309327360
87,vancecaruso,@isabelleIauren it’s called Moonlight Path...at least get it right before you subtweet me 🙄,966532150169288704,isabelleIauren,locals will put on sweet pea lotion and think they don’t have to wear deodorant,966531895881183232
88,Ben_isJammin_,@leslyeeroque Not doing my like for a subtweet apparently https://t.co/FOxOXL2OYN,966531195365404672,leslyeeroque,omg what am i doing w my lifeeeeee,965754714859212802
89,kevinmassey4,@gunner_sik Don't subtweet if you're not tryna throw some hands. 👊🏻,966530355955159040,gunner_sik,They really just take my music taste and ghost me lmao,966326456564543488
90,timerube,@_szhang also idk if it counts as a subtweet if you @ the person,966529478171148288,_szhang,You need to listen to Fugazi right now,966524639043350529
91,cfitialx,@Elloy_Vera You still haven’t done my tbh subtweet tho,966529059906703360,Elloy_Vera,Ugh that little vent session with Crizia and a ride offer from Lei 😂 was the highlight of this crappy day,966175857395027971
92,couchdefiler2,@arkansawrian if I tweeted this it would be the perfect subtweet of a guy I have feelings for,966526159117721600,arkansawrian,"Cachinnating, embarrassed stupid guy, smart, and the Passion of my life. I’m in love with you, “Fucking dumb asshole”. Answer me....",966525791105376257
93,Laughin_DRaffin,@not_alexandr @John_Botto Yo if you want me to take my laundry out of the dryer just text me bro no need to subtweet me,966522991206191105,John_Botto,I hate doing laundry but I love doing laundry,966495728766988288
94,spideydolgrant,@ALTRNATIVEDOLAN this is a sub. subliminal. subtweet. ethan is just constantly hated on all the time. we are not br… https://t.co/D7CTIJo5zN,966522514141777921,ALTRNATIVEDOLAN,listEN ME AND LUCAS FIGHTING BROMIEOMIES IS THE BEST THING THATS HAPPENED ALL 2018,966519892332642304
95,Kareemsmith_2,@ic_arus Naa just figured you should’ve @ me I wouldn’t subtweet ya shawty,966518126786568192,ic_arus,"Whole time this nigga 4’11, can’t win a game, gotta baby, loud, ignorant, and UGLY.",966491049219764224
96,VlTALlZE,@Fliickres Is this a subtweet towards me?i mean it positioning and that’s what boots is lol I’m an AR as well I kinda have to,966517452359258112,Fliickres,Kids that can only win gunfights on headys lmao,966517127422160896
97,BoraxCross,"@brewer_pam Don't subtweet me, goober.",966515657008234497,brewer_pam,Great. A history teacher who doesn't know history. Wonderful.,966515494818852864
98,PennyArcadeOhio,@JustinTaylorBE Is this a @pitchfork subtweet,966513933912821765,JustinTaylorBE,How nice it must be to get paid to have miserable opinions,966512977087115265
99,brieangelina,@ericdinnocenzo_ this wasn’t @ anyone u didn’t help anything w a subtweet smh,966513538591322113,ericdinnocenzo_,"Stop tweeting about gun laws, no proposed gun bill would have prevented the Parkland Shooting. None.",966511944596418561
100,jennwyd,@gabbbiesperanza Wow is this a subtweet @ me???!!!! I just saw this 😢😂,966512776670670848,gabbbiesperanza,"wow, what did I do right to have such amazing friends?",961662720994033664
101,JonMenchaca,@NatalieRice15 You always do when you subtweet dip shit 💀 just stop talking fr,966512340152627200,NatalieRice15,You know your a piece of shit when you turn off your phone when someone needs help.,966506254343405568
102,Aquawave_,@hitagi_friend caught the subtweet,966512055477063683,hitagi_friend,nobody owns up to their rts anymore sad,966510562673938432
103,laney_bonora,@mmazer03 Wow thanks for the subtweet,966509214742011905,mmazer03,I hate when people complain about being upset but also laughing at the same time.  STOP CONFUSING ME!!!,966509109846659073
104,sproutdash,@BAMBlNO_O @kwoofp like honestly this is a specific subtweet but I could be talking about a countless number of peo… https://t.co/uku7rFZLao,966508038436909056,kwoofp,oh lmao why didn't I have trill blocked on this account,966506553489666048
105,JonMenchaca,@NatalieRice15 You know you’re the biggest loser when you subtweet 💀,966507882115096576,NatalieRice15,You know your a piece of shit when you turn off your phone when someone needs help.,966506254343405568
106,nataliemmr,"@DanGod23 @yaniirraaa Not everything is a subtweet Daniel, but if anything she’s talking about me",966505429252521986,yaniirraaa,"look at the stars, look how they shine for you",966504754267344896
107,bequelbot,@RobUsry I smell a subtweet!,966504955782795265,RobUsry,"Nice that Barco scored, but he's got to do it against MLS-level competition before we get too excited.",966498019104485376
108,gappsman,@RaayyyRayy don’t subtweet,966501092782637058,RaayyyRayy,I like how people try me,966499061430980608
109,j0samspeaks,@_JudithErin I picked up my subtweet,966496637114830848,_JudithErin,Cyah decide if this girl is just that fool or if she doesn’t care,966495871604023296
110,heronimous,@nik_bobbies Huh? This feels like a subtweet,966496262643073029,nik_bobbies,"When he's hot, smart, funny, slightly autistic &gt;&gt;&gt;&gt;&gt;",966466448813150208
111,EricMcLock,@sean_kolon Did you just subtweet yourself,966495848090783745,sean_kolon,I thought I had a good month before I had to see Fordham boys in boat shoes and pastel shorts I am not here for this,966410086670270464
112,Kudaketa_,@uqure15 A subtweet!,966495190067298304,uqure15,Wish ppl were more honest sigh,966495134396317696
113,GeorgeFoster72,"@JustMDSJr Imma cry if I gut called ugly via subtweet one mo Time, jack",966494293367181312,JustMDSJr,Y'all still whining and calling each other ugly? Y'all had dinner yet?,966493623100506113
114,iximeow,@valarauca1 i feel like this is not serious and also a subtweet and thus am attacked,966492997251510273,valarauca1,people who RT then QT like 30 seconds later are the actual good people to follow,966492803973836800
115,SunsOfSilver,@Flumeghost This almost feels like a subtweet about me considering what Plum just said.,966491337418772480,Flumeghost,One of the most overused PT character tropes: A lone Pokemon that hates all humans and wants to kill them all.,966490386905681920
116,bschaeffer12,@RCCSTL @jayaare2121 The first tweet in the thread was a subtweet so that may have added to the already confusing conversation.,966490871372898306,jayaare2121,White men love to say something that doesn’t affect them in any way is not offensive when it clearly is and has racial understones,966465775451045888
117,Wilson3430,@_kaibob Like no need to subtweet my ass damn,966489314657013760,_kaibob,I have a hard time not being bitter about some things,966488173957255168
118,alex_melton123,@paytonjonske Don’t subtweet me,966489305983127552,paytonjonske,"My girl ain’t bad, she more like evil",966469752502800384
119,_Jurrx,@BIzckout Why you gotta subtweet Miss Gigglesss like that,966489262823702528,BIzckout,no girl over 60 kilowatts should be wearing a 2 piece bathing suit,954533588317409281
120,bobby_griffith,@nathangunter Concert subtweet,966486216978903040,nathangunter,"The Oklahoma Theory of Relativity: 

OKC--&gt;Tulsa: About 100 miles.

Tulsa--&gt;OKC: ONE HUNDRED ZILLION MILES.",966469799361564673
121,sambitapati,@LordTriston 👀 subtweet?🙊🙈,966482684523491333,LordTriston,Hipster are  always doing odd things take like taking 45 minutes to make a cup of coffee for an Instagram video/story.,966437131706159104
122,MarvJungs,@SOrecki what is this subtweet exactly about?,966482450863067139,SOrecki,"Speedrunning culture is poisoned by the ""every official release is equally valid"" mindset.",966478882672205825
123,nickoconnell_,@samtaunton Don't subtweet me.,966480763611840512,samtaunton,yeah give a gun to the timid casual teacher getting bullied by year 9 on a Thursday afternoon,966470206158651392
124,Almodelicious,@SOrecki This is a subtweet,966479146019966976,SOrecki,"Speedrunning culture is poisoned by the ""every official release is equally valid"" mindset.",966478882672205825
125,Han_Dip,@Chloerw1998 honestly if you wanna go to in n out together u can just tell me u don’t have to subtweet me like this,966478681420918785,Chloerw1998,The craving for in n out is real,966475346936725505
126,ChrisDStedman,@itgetsbedder subtweet me,966477654806450176,itgetsbedder,I can’t fully trust a person who can’t cook tbqh,966475278443786241
127,atiyathephasit,@FUCKYOUBAKER Is this a subtweet dad,966477147698352128,FUCKYOUBAKER,MY 2018 GOAL IS TO BECOME ONE OF THOSE TATTOOED ART THOTS.,966467610509426688
128,RichInThe970,@Jacob_in_NorCal Daaaaamn. At least Rex is a real person. How you gonna subtweet him like that?,966474496973549568,Jacob_in_NorCal,"Rex in the ABQ is 2018""s version of Zach in Salt Lake.",966474026276200448
129,FinalPaige,@PressGardenAct2 Nice subtweet,966474326978519040,PressGardenAct2,"sharena's gonna make friends with all the heroes, even if they lack souls",966471068528660480
130,web_gremlin,@Janie__bby appreciate the subtweet,966464817413459969,Janie__bby,swedish boys talking english&gt;&gt;&gt;&gt;&gt;&gt;&gt;asmr,966464575565717505
