,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
15,avaadavies,@EveAllin SUCH subtweet oml,952658743740821505,EveAllin,if u send me u links to environmental activist theatre groups then thats basically a sext im just saying,952657457150681089
16,HardlyBoysBand,@loser513 I’m sure this is a subtweet but there are truly so many bands this could be 🤔,952657890124312576,loser513,no offense but fuck a band of white dudes profiting off of the unpaid labor of others AND touring with a band of known creeps,952657329803091968
17,j__ball,@Bryanbrosnan10 Is this a subtweet for @Juelz_Santana00 ?,952649700540370944,Bryanbrosnan10,I want an Antonio Brown jersey for my birthday.,952643148873912320
18,RachelSayaJ,@chickenluvr1995 subtweet @arzE,952649069540683776,chickenluvr1995,"My ideal man: Dark hair, obsessed with Twitter and anime, sings in an indie band, loves Mexican cuisine",952605031294840832
19,JerrieDesu,"@no_fame17 How you going to subtweet? I just asked a question, because it was almost word for word from a tweet that went viral 🤷🏾‍♂️",952649021755142144,no_fame17,Ppl act like we supposed to know every tweet made by men,952642227632857089
20,chrys_alissa,"@chalin @OhDianeMarie @sparkes_idea * thread might be a subtweet but is re general truths vs specific stories
* you… https://t.co/tCLhTXRJas",952648907594625026,MelindaTaub,"Hot Sex Tip: If she is sending you Mixed Signals, and some of the signals are ""I am scared and sad about this sex,"" stop.",952394571815800838
21,LegalizeKeith,@gotjuice33 Why didn’t you say hi to @SonofClem no need to subtweet him,952647306196783105,gotjuice33,20+ year old man vaping in the grocery store while shopping w his mother..,952641489619816449
22,JessyGee10,@fuqhype So you just gunna subtweet me?,952646471769235456,fuqhype,I hate when people can’t reas through a typo 😒,952645571520618496
23,Monkeydonia,@HannuhBananuuh you dare come to my house and subtweet me,952640555602726912,HannuhBananuuh,tired of just being here for when people are bored and don’t have anyone else,952640314744999938
24,skrupeIlos,@FukoKirai subtweet,952640525244534787,FukoKirai,immer deprikicks wenn ich accs mit 200 followern sehe die nach 1 minute 7 favs haben und ich mitterweile nach 2 grad 1 fav,952639162561245186
25,maddie92345,@cuntrybumpkin_ Wow... I️ didn’t think ud subtweet me just....wow,952635248730365952,cuntrybumpkin_,Wow...didn’t think you’d make fun of me for things I can’t control...,952635079167225857
26,heyitshaley6,@TyreeDTaylor8 cause you didn’t subtweet or “oomf” or play no games. just said it,952634545307664384,TyreeDTaylor8,Why is everyone liking that tweet? I don’t get it,952601990755901440
27,rcmoya84,@KarlynneEjerci1 LMFAO I want to know what this subtweet is about,952633659248398336,KarlynneEjerci1,casting a cishet relationship as queer is an american superpower often found in institutions of higher education,952627518145576960
28,TheJamesFerola,@KeepPounDENN Do you subtweet/troll the patriots in every tweet or just 99/100? Asking for your friend james.,952625396184477698,KeepPounDENN,"Hold on guys, if AB goes to the ground within the next 30 seconds he still needs to control that ball.",952617223285297153
29,ShutUpAndrosky,@alanalevinson you should just @ jerry with this subtweet,952624864380071936,alanalevinson,Uhhhh wyd dating women so young they haven’t seen Seinfeld,952624452809838592
30,tirentu,@ArcticMeebo dont subtweet me like this,952623636619452427,ArcticMeebo,"*isnt getting attention on social media*

*posts about the ban announcement tomorrow*

Ahh, much better.",952590459003703296
31,saskiahennessy,@JessElinor I'm assuming this is a subtweet but honestly what the fuck does it even say,952623372684361728,JessElinor,Year 8 style problems is it thought ppl matured as they grew up 😂🙄,952569811816603648
32,GunPlaySmurff,@Foreverloddy Don’t subtweet me babyy,952620227954663424,Foreverloddy,first all these bitches wan turn fake bougie now they tryin be street too ... smh this ain’t a movie baby,952619896172613633
33,arod9916,@savvysavageee @roxanne_marie1 catch my subtweet??? 😂,952619368571195392,savvysavageee,"The ""y"" in your boyfriend is silent 
🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃",819298390605447168
34,Sxptic_Marzi,"@Abbygail41901 @notreallykenzie Then don't subtweet about us either,don't make accounts to 'spy' on us and don't bloody start a thread war.",952617535819612160,Sxptic_Ari,"Live with the consequences of your actions sweetie, you fucked up, not us",952287956382994432
35,QSwearyLXI,@refeathered He is absolutely crazy. I post one subtweet &amp; he has a full blown meltdown that lasts for days. lolzies.,952615866063081472,refeathered,Twenty tweets without reply to tell me I've been triggered.,952598375278546950
36,KyleStreller,@morninggloria Nice @chrislhayes subtweet.,952615387501232128,morninggloria,My reaction to the Aziz Ansari story: most millennial men don’t realize how bad they are at sex,952593596460486657
37,BucciSweatpants,@oncefighters @autisticbimbo nah this is far too broad a statement to be a subtweet,952615368438280192,autisticbimbo,"Look: i invented the alt right

i'm sorry ok",952489229715558401
38,jessissmol,@Iian_F you mentioned names so its not a subtweet nice try,952614478549569536,Iian_F,Tj bully's me cause jessica forces him to (SUBTWEET),952614356470157312
39,Ihatedogs911,@JessTheGemini Want to go later tonight? Or was this a subtweet to your mcm?,952613780436889600,JessTheGemini,I wanna go watch a movie,952613101504835584
40,McBeth88,@Sullivancouver Todd Haley subtweet. #JAXvsPIT,952612713397600256,Sullivancouver,4th and 1. Toss it back five yards!! #JAXvsPIT,952612067009183744
41,endmenow1,@Criptomanix3 War das subtweet 😡♿,952608953741070336,Criptomanix3,ich finds komisch wenn user keinen richtigen grind haben sondern nur irgendwelche memes retweeten,952608330677129217
42,Otakundead,@chadxenu Why subtweet them?,952604341348765701,chadxenu,Uh oh somebody is creeping on kids in this twitter circle again,952603206697316352
43,b_ballboy69,@MarkasSolomon Hey don’t subtweet me,952602227067228160,MarkasSolomon,Regardless of your dietary choices you are probably bad not only for the environment but also your locally government,952602092195270656
44,emilykeba,@lizannmm this subtweet,952600678593191938,lizannmm,some people are just so clueless (and clueless is such a perfect descriptor),952582605530116096
45,dhall97326,@alexamariejones Don't subtweet me like that,952599287262777347,alexamariejones,The thots of moundsville are out tonight lemme tell ya,952430139916288001
46,DBekel,@chelsea5138 @nik_cisneros @Kassie324 Nice subtweet,952594872460079104,chelsea5138,Next time you ask me to go somewhere I’m not going.,952559939888861184
47,reesec23,@taniyahjanay Don't subtweet me,952592154915942401,taniyahjanay,Y’all act like a gun is being held to yalls head to answer these curious cat questions 💀💀,952586921976455168
48,Prinncessss_,"@allanteamour_ Don’t subtweet me, @ me 🙄 and damn right",952580779737001984,allanteamour_,Tekima is salty y’all 🙄,952576233824538625
49,MissMovies,@FrankieJ29 I appreciate your use of subtweet.,952576924907290624,FrankieJ29,The headache wasn't worth it.,952450837820985344
50,awkwordy,@iateoklahoma Is this a subtweet,952561397543653376,iateoklahoma,"Yes, I'll be your friend on Fitbit as long as you don't expect me to be fit.",952560236321177601
51,CastAwayRain,@cidedorf is this a subtweet @ me 👀,952560995414761473,cidedorf,one thing that makes me sad is that i'll never have the same musical taste as my friends :(,952560455863623680
52,OfficialKingKip,@duduuugs dont subtweet me,952547162184962048,duduuugs,"shacking my head at the fools who acuse me of ever being such a thing as ""Horny "" or ""lewd""""",952547057717432320
53,hoshiifinder,"@pikaduken Apparently you saw me yesterday, next time if you got something to say say it then, don't subtweet me",952535183265234944,pikaduken,True fear is watching someone walk around in 50 degree weather with shorts and flip flops,952224126126690310
54,HiraShakil,@kamranyz Hahaha. Oh. I thought usi pe subtweet kar rahay hain. 😂😂,952532558557990912,kamranyz,Ye mazay ki dishes walay tweet Wala zulm nai hona chahye 😀📢🍜🍛🍚🍝🍕,952530055141437441
55,Starboyydolans,@BACKDOLAN is this a subtweet about me?,952515125055025153,BACKDOLAN,first of all i’m not the dumbest in 3hkh ok shut up,952281875644600320
56,RHAPfan21,@Scott_R_JC Oh wow I nearly missed this subtweet. Bitch,952512252044656641,Scott_R_JC,It's weird tweeting from Asia because you're all asleep most of the time,952495764747337729
57,daniyalahmed24,"@MaiJunaid On on, subtweet",952509685617299456,MaiJunaid,Anum ne Notifications ko abad krdia. ⚘,952305705159155718
58,SanvyVGC,@WolfeyGlick thanks for the subtweet,952505682313478144,WolfeyGlick,Low key it's baffling to me that so many people don't build their own teams like zam b do you realize you're only playing half the game?,952390650602885121
59,dolancarpenter,@sebtsb who’s the subtweet to,952498431263674368,sebtsb,u may not know it but u’re seriously my favourite,952365304444866560
60,AIMWoundedKnee,"@mickfealty @brianjohnspencr @BarryMcElduff Beattie didn't subtweet it, just retweeted it without comment in fairness",952494374230904832,brianjohnspencr,"Did the cartoon as I've done any before, and expected nothing more than what I normally get - a few likes and the odd RT...",951488320370069504
61,mooseknuckle69,@AimeeAngeldust I feel like this is a subtweet,952491532510101504,AimeeAngeldust,"Tonight was fun, didn’t drink, got home at a reasonable time and honestly it was fantastic I loved it",952489017290907648
62,haayesy,@xBrodee don't subtweet me,952487722530177025,xBrodee,"No other person in the world can make me sad, to angry, and to overall joy so quickly unlike you",952486844431609856
63,CBuckthorn,@IAmSimonHarris Is there one going on right now? Is this the ultimate subtweet?,952486051754463237,IAmSimonHarris,Things I wish I had the courage to say to friends on Twitter: please untag me from this interminable thread.,952485435984564224
64,whiskisser,@nopoweradeinusa Is this a subtweet bitch,952482041601302528,nopoweradeinusa,you're not really in your 20's until U have an opinion on the latest netflix show,952480879330320385
65,goodale_mark,"@Kenzie_Keating Kenz you can just text this if you miss me, no need to subtweet, you’re gonna make me blush",952479459692736514,Kenzie_Keating,There’s a dangerous kinda cool about you,952458947910250496
66,brittanyladams_,"@b_reynolds_ like i'll admit i do the occasional passive aggressive subtweet when i'm feeling a little sassy, but t… https://t.co/yZ6aVTICDw",952477816456654848,b_reynolds_,Gotta love having exes that are all in your shit even though your life is none of their business. #getoverit,952416715001991168
67,kenpile,"@koolwhp Why you always gotta subtweet me, bro?",952450387109433344,koolwhp,"I'm always a little suspicious when someone obviously hot complains publicly about having depression. Like, you don't get to have that too",952226295240413184
68,rankoismygothgf,@kaiyliey catch my subtweet first kid,952436998047907840,kaiyliey,Why are my friends so cute ohmygoshasdfjgmv,952433944573571073
69,emilyisdeadd,@KingofQueens13 is this a subtweet? 😏,952434705995005952,KingofQueens13,"I'm going to get all slutty for Living Dead Girl
Or as I call it, Saturday night.",952434086676652038
70,GLikethecar,@AdamZucchini AHHH. Ok I thought that was a massive subtweet to all of HIDA 😅,952432991569035264,AdamZucchini,"I love learning more about DIY art and artists, they are such a ""fuck you"" to traditional art school, I love it",952293699924344832
71,howardzinnlives,"@GeneMachina don't subtweet sibby like that, he drinks cucumber vodka already",952420417045778434,GeneMachina,Take your vitamins and try to get some veggies,952335904156389376
72,JakeDelii,@ProdAzrak subtweet me again and you'll never step foot onto the internet again,952419632308088832,ProdAzrak,Imagine trying to ddos me to get a win in silver lol,952419453572018176
73,w00t000,@renim_g nice woot000 subtweet,952408009099096064,renim_g,"need to go on a following purge, gettin tired of seeing some shit",952407853209288704
74,comedicemo,@elwindowsxp Baxter don't u dare subtweet me,952404426916007936,elwindowsxp,friends dont let friends share their spotify activity,952404032546656256
75,TrenzZey_,@Almxnddd So like i said u subtweet but wont play me hahaha like i told u u stand no chance so why play it when u are not good,952400830593945600,Almxnddd,"This dude Trenzey needs to see a psychiatrist or something, he takes this shit way too serious",952399453385879552
76,RacismFactory,@liftrss Vicious subtweet of me,952399060329226240,liftrss,haha yeah this good tweet isn't doing so well hope you like seeing it again in an hour and then two hours after that,952398163251486720
77,LeChatChauve,@JerichoWing Is this a subtweet,952397945160290304,JerichoWing,Just realized that 2018 is the year everyone changes fursonas and I'm not gonna recognize any fucking one of you,952397818286759937
78,PJTLynch,"@thenatewolf I feel like this is a subtweet at raisins, which already take enough grief despite being amazing",952394207771144193,thenatewolf,Hearty congrats to the fruits that are filled with juice! Disappointed glance over the top of my glasses to the dry fruits.,952389775574548480
79,BenTaylor344,@jojohughess Don’t subtweet me,952388587386945536,jojohughess,stop sending me the same snap you post on your story 2018,952388453752360961
80,turing_police,@fullcomrade cant believe you would go behind my back and subtweet me like this,952384618472251392,fullcomrade,turing police is very good.,952384487026966528
81,DaLadybugMan,@wahmphi is this a subtweet,952383172595109893,wahmphi,"I think i'm gonna stan Kill La Kill /and/ refuse to watch LWA just to piss Anitwitter off, actually",952383075823988737
82,ScottCinema,"@TGREYYY That that was a low key subtweet pointed at recent events, my bad lol.",952378446327484416,TGREYYY,These eGirls need to stay in their lane and stop asking for money. There’s no talent there.,952362232997974017
83,emilyrmarshall,@GraceBolandxo I️ thought this was a subtweet,952377711292448769,GraceBolandxo,“you will be too much for some people. those aren’t your people”,952311021439471616
84,SoxPinkPony,@mcuban Solid subtweet,952376624682553344,mcuban,Watching end of Warriors Raptors.  Refs can't go back in time for a review.  They can only review the out of bounds event. #protestable,952376463411630080
85,dreamgrayson,@eunoiagrayson i know im intimidating you don't have to subtweet me and no we can't be friends,952374644954279941,eunoiagrayson,i want to be friends with blank but she’s so damn intimidating,952374361083834369
86,eli_enis,@Brando2315 Wow what a savage subtweet,952374454134468608,Brando2315,I hope when I have a kid they aren’t  one of those weirdos who think cilantro tastes like soap.,952370299282083841
87,BDonBS,@oneshadowlove Don't subtweet me,952366865124347904,oneshadowlove,I need to unfollow people. Some of y'all just dead tweet weight,952366712430743552
88,aka_craig_,@aaronceja Catching that subtweet like https://t.co/vE4Eb716Tv,952366381395316736,aaronceja,Self-discipline starts with filling up the Brita filter yourself,952331328917254145
89,mrkrabs173,@_ScaleTipper is this a subtweet,952364000959905792,_ScaleTipper,"One Like = Favorite Video Game track

people on my tl are doin it",952360320151977985
90,rhijpeg,@cowsama_ @_ihatebilly Damon u gonna let him subtweet u like this,952360974836740096,_ihatebilly,Tired of people thinking they’re hard bc they copped a pair of sneaks lol,952358730376589312
91,GABEinthe604,@AaronSlam13 @THEJeremyinPDX The whole point of a subtweet is to NOT @ the person! 😂😂,952360253634461696,THEJeremyinPDX,It smells like slutty perfume in this bar. Not many lookers though.,952359670538211329
92,soha_imamxx,@hibarizvi Is this a subtweet towards me👀,952354039953608704,hibarizvi,The amount of shoes I let my friends borrow &amp; forget to get back is insane 🤦🏽‍♀️,952070024637722624
93,shennhuncho,@MhkiMouse is this a subtweet LOL,952353652743835648,MhkiMouse,It's actually mad seeing people put up really private stories of their parents and other family members on social media,952353343275458565
94,Gravevixen,@damienredicamn1 Don't subtweet yourself,952349489641107456,damienredicamn1,This fucking prick can't wear a hat?,952348482945409024
95,kanyewestfan53,@soymilkman_v2 Is this a subtweet?,952346643390611456,soymilkman_v2,"haha epic !
posting the same awful meme over and over",952346151839137792
96,perrysweater,"@bellaryon You don't have to subtweet me, my number's always been the same",952345488350687232,bellaryon,I remember when you used tô be my every other thought,952343215591641088
97,biforawhile,@trextasynyc ultimate subtweet,952345387142205440,trextasynyc,I cud lov u. Gay-ly,952295933592653824
98,Dan_Landsman,@rachelzo Is this a Marcus Mariota subtweet?,952344447999717377,rachelzo,Nice guys are winning in 2018 ✨😏,952343464120897536
99,yesdoIan,@rianamarion well then maybe you shouldn’t subtweet and drive,952343831768387586,rianamarion,oh god im having bad anxiety,952342524391317505
100,soberloren,@rianamarion don’t subtweet and drive,952343770569297921,rianamarion,oh god im having bad anxiety,952342524391317505
101,Zealot_Slav,@Katzenbar_Zeit hehe nice subtweet btw.,952338287208861697,Katzenbar_Zeit,Ahhhh someone stop me before I spend two hours following gun accounts and waste my life ogling firearms and Slavs,952337783015682048
102,SporadicAtBest,@DarkwindLeaf Pls don’t subtweet me,952337677696647169,DarkwindLeaf,"sad, horny &amp; main: all on one account",952335808668762113
103,courtneyhooker_,@laurencarnahann Is this a subtweet,952332623686316032,laurencarnahann,"Ways of the group text:

Two people going back and forth cause the third is always busy",952322256117616641
104,hankscorpiomoon,@kish_lal Is this a subtweet,952329791276965889,kish_lal,P*st M*lone is nothing but proof that the bar for being hot when you’re white is set extremely low,952224966254133249
