,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
60,goldilx16,@georgieporgie83 is this a subtweet for the time I didn’t go see a movie with you,951120164510199808,georgieporgie83,A real one goes with you to Randhurst for a movie. F*** Arclight 🔑,950948794153275392
61,ac_phila,@nycsouthpaw Best subtweet of Glenn Hackwald ever,951119226500255750,nycsouthpaw,"There is objectively a lot of evidence of collusion between the Trump team and the Russian government. A lot. 

Stop repeating his big lie.",951114674636054528
62,HumorlessKev,@nycsouthpaw This is a subtweet of Glenn Greenwald.,951118795363442689,nycsouthpaw,"There is objectively a lot of evidence of collusion between the Trump team and the Russian government. A lot. 

Stop repeating his big lie.",951114674636054528
63,tankandbeans,@davidycus2 Isn’t this subtweet of yours doing the exact same thing you’re throwing shade on others for doing?,951118595660099584,davidycus2,"Good lord, everybody is so soft these days. They carry their little feelings in a little purse just ready to start whining at any moment.",951093636439117825
64,_keepit_PG,@brookecarlan Is this a subtweet or what? @ me next time ;)))),951111007002279936,brookecarlan,"""Anyone can show up when you're happy. But the ones who stay by your side when your heart falls apart, they are your true friends""",950966575166906368
65,kyrec_MOMMY,@_xoPiecesOfMe @ChiefTay___ Don’t subtweet a nigga speak up if it’s real 🗣🗣😭😭🗣,951110192237858816,_xoPiecesOfMe,i miss him ☹️😢 but i refuse to be his friend first he dc and idc,951097193338990592
66,derbrofister,@bela_auflauf guter subtweet,951107993969549313,bela_auflauf,"er hat 4000 follower und 3 likes pro tweet, ich schau follower an alles bots und follow 4 follow accounts. alles klar bruder läuft bei dir",951107805397778432
67,EmiMarieSK,@YoYonicBoom Is this a subtweet towards me,951105285396951040,YoYonicBoom,When I can't trust me with myself I can trust you,950975448946638848
68,Annyris,"@carvajal_carlos 👀

This feels like a subtweet.",951104677244006402,carvajal_carlos,I just like liking tweets that I like from people that I like.,951100157768224768
69,Alexa_Burrows,@vihhuynh you didn't have to subtweet me,951102795289104389,vihhuynh,ppl who are unafraid to laugh out loud while alone on public transit are my kind of ppl,950888245214183425
70,skeletonspooky1,@BEAT_TWITTAR I dunno. I follow this sys admin guy that lives in Florida and he catches even the vaguest subtweet about him.,951097533836791808,BEAT_TWITTAR,"NONE OF YOU ARE SUBTWEETING ME ENOUGH.
I NEVER SCROLL DOWN MY TIMELINE AND GO ""OH MY GOD I AM BEING SUBTWEETED"".
THIS WILL NOT DO.",951095648950063106
71,Werdasliestist,"@OhNoSheTwitnt assholes gonna subtweet ""actually, they can be villains as well"" in three...two...one...",951097258069708801,OhNoSheTwitnt,"Men, are you sick of being disappointed by your heroes? Then allow me to introduce... WOMEN! They can be heroes too!",951096892762525696
72,Spencernash23,"@R0cky_ba11 it's 2018 JD, we don't subtweet anymore",951096591372337152,R0cky_ba11,So... That's cool I guess 😅,950976881343438848
73,guygavrielkay,"@Evan_McMullin I know that isn’t a subtweet, but would be stronger if you named Grassley and Graham and extended th… https://t.co/0vgeVbs103",951095940252774400,Evan_McMullin,Your partisanship has gone too far when you find yourself vilifying those who protect our nation for doing their jobs.,951083206987714560
74,the1975nhalsey,@nat_mclennan when he don’t have twitter so you gotta subtweet him,951092571522056192,nat_mclennan,"yeah she may be shitty at you, but i believe her more than i believe you 🤔",950975726047567873
75,mypillowsoft,@kingkhupe 👏 my subtweet?,951082311759560704,kingkhupe,Kana hao lebella porn....legale,951068798701985792
76,JonnElledge,@Birdyword This is an obvious subtweet of Andy Burnham,951082279622856704,Birdyword,Never get tired of UK political commentary treating a northern English background in politicians like it's some sort of compelling exotica,951055621226422272
77,xyflop,@skellygore is this a subtweet to me,951082128804057088,skellygore,"why you say ""i'm back"" just when you wake up, that's confusing",951081873693913088
78,robinlvalentine,"@SamuelWRoberts @crinolinerobot Not to subtweet too hard, but I've definitely run into some big cases of this",951061680523489281,crinolinerobot,Your editor compliments a writer on something you reworked. #subeditorproblems,951049919502090241
79,SC19_76,"@Smithy_1976 Yeah, I’ve seen a few and wondered if there’s a little subtweet thing going on....x",951057280744730624,Smithy_1976,"Tell you what, shove your inspirational quotes up your shit pipe.",951050767028359168
80,chuckiebits,@kathkween Is this a subtweet of sam,951052990068248576,kathkween,u ever get lured into a house with the promise of banana bread and then u end up having to bake the banana bread urself,916172537322721280
81,Rinacul__,@Sinfinate dont subtweet me :(,951051172382691329,Sinfinate,bro this kid is doing like 57 follow &amp; rt giveaways at the same time like kick back for the love of god,951050966882689025
82,KantigZwitscher,"@internettara Searching for a good tweet to subtweet this on,  but probably will end up on a carlton tweet",951049342412115968,internettara,degenerates like you belong on a cross,951043916547219456
83,AstroValerie,@TheNotoriousSRG I agree. Re-read my original tweet. Don't strawman my argument in a subtweet.,951036647176581120,TheNotoriousSRG,"Marilyn Manson didn’t cause Columbine.

Video games aren’t making people more violent.

TV shows and jokes don’t kill.",951035654946934784
84,Nicolatterino,@everrrrlong is this a subtweet,951029936999026688,everrrrlong,Imagine playing overwatch in the year 2018,951004751868637185
85,StephanieAddams,@fuckchanch @johnnygato666 you know there was a reason why you tweeted this when you did. It was a subtweet at thos… https://t.co/MDGICEnHPt,951023925693001728,johnnygato666,bruh it’s too late for all that bs 😂,951005247060627456
86,xotiaaani,@meeeiduuh did u just subtweet yourself,950999385055232001,meeeiduuh,Why do you say let go if you’re still holding it,950980915831832576
87,finallyzach,@catmeIeon did you just subtweet yourself,950997801525112833,catmeIeon,i love people with uncontrollable laughs,950978807296614400
88,DiamondEriberri,@saintygyal Can I take this as a subtweet 👀👀👀 https://t.co/xvvuVBEDEF,950991383913009152,saintygyal,Why is oomf so freaking gorgeous? 😍,950990589209796608
89,chaeltz07,@MinModulation @Sonichu1 subtweet,950989700684185601,MinModulation,"Old and busted: Ugandan Knuckles

New hotness; Jewish Knuckles",950869182396104705
90,_jdao,@jvsmintea things aka everything (subtweet to myself),950980419851206656,jvsmintea,My insecurities get in the way of things,950954203773517824
91,DjVrriola,@yulixelizabeth Is this a subtweet,950979167960555521,yulixelizabeth,Funny how people (more specifically my friends) think I live in a functional home and have healthy relationships w my family members :),950965173128282112
92,DJMcMillion33,@cristanickole daaaaamn... subtweet call out,950977601857867776,cristanickole,I heard you told your friends that I’m just not your type. If that’s how you really feel then why’d you call last night,950954779194388480
93,aricari7,@keo123xyz so you just gon subtweet me like this?,950974735453634560,keo123xyz,niggas who eat shrimp deserve to die a long painful death y’all are disgusting,950964550488162304
94,thetimepast,@kanononononbean is this a subtweet Noella,950971852452704256,kanononononbean,porgs are cuter when they are at a diagonal angle rather than standing straight up,950971648374525953
95,madiiwilliams_,@HunterWeaver_ ugh I luv when u subtweet abt me,950969866223169536,HunterWeaver_,Your hair looks sexy pushed back,950967825916506112
96,TschinkelCory,@bolbispears @ericyodel Ur pinnned tweet is a subtweet,950967523129872389,bolbispears,Genuinely not sure how I’m not twitter famous yet ? ? ¿ The content I provide you all with should truly not be free,950838690791780352
97,traumashoots,@Auburn_X You spelt my name wrong but damn! Hes probably gonna subtweet you back lets be real here hes petty like that,950966916318769154,Auburn_X,coulda DM'd you but its better for the clout to initiate a private conversation in front of the internet first,950964772027088896
98,RobinBird1800,@JackHuckaby Did you just subtweet @erica_joy56,950966511916773377,JackHuckaby,Some people really don’t need social media,950964561838067712
99,notcamward30,@dropalogonem @canesbrewer @Chris_Miracle91 Can confirm. We will be announcing our new podcast/blog/website/subtweet machine soon,950962142492217345,canesbrewer,Who is this Hurricanes blog enthusiast. Slightly alarming,950954086106615808
100,djmick01,@addieolson Really hope this is a savage subtweet.,950954105220030464,addieolson,If you want to be happier just get rid of the negative people in your life and quit changing your Twitter avi so often,950953110469562368
101,thatsso_rachael,@raquelcarmmm This a subtweet............,950951520052314112,raquelcarmmm,🦉🖕🏿🖕🏿🖕🏿🖕🏿,950944226967277568
102,Im_Selerity,@GGLegalize How can you subtweet and get rounded in an Xbox one lan?,950949558820880384,GGLegalize,How can you complain about host but you are host 🙄😂😂,950926628774965248
103,Soulflarz,@shido_tomoushi This is an osu subtweet and we both know it.,950947053026279424,shido_tomoushi,"i want to draw more, but the pen pressure doesnt work so o(-&lt;",950946438409670656
104,lose_my_mood,@notrealGpad Don't subtweet about me,950946436908232704,notrealGpad,don't you love it when people like and rt your tweets but they DONT TEXT YOU BACK,950945872757641216
105,kuhchuk,"@Le_Hack_Fraud @drybones_5 Here, have some drybones lore.

He got banned because I made a subtweet.

Still working… https://t.co/pEz4Tb5blZ",950945287803228160,Le_Hack_Fraud,I'd follow Tyr for crazy Tyr antics but he keeps getting banned so i follow Drybones instead to get all teh good Tyr content,950940952365027328
106,halvoregeland,"@beemaevenier Woah, subtweet and a half",950944566810640384,beemaevenier,I'm finding it really hard to tolerate any judgmental attitudes on anything Lately. #stopwhining #yourealive #bethankful,950940078217539584
107,Darinstrauss,@lynchmegan I so wish I got this subtweet.,950944505221599232,lynchmegan,"So, we pulled an ad today! You can all guess why.",950902805598007296
108,scubacheeze,"@Kouroumj @DJDRPH73 Even if it was, he can’t say. It defeats the purpose of a subtweet brandon.",950944104543858690,Kouroumj,You can't get mad at someone for moving on when they get tired of wasting their time with you.,950816100110958592
109,ron_130609,@SailorKrystal_ Lmaoo i caught that subtweet and was like “let me see what else she twote” 😂,950944034972950529,SailorKrystal_,I’m ready to go home,950587168572964865
110,leahgcl,@sabrosatiff @moongyaI I believe it is a subtweet referencing Call Me By Your Name,950939720900587520,moongyaI,if it’s a gay film with a weird age difference.....throw it away.,950516511424352261
111,JasmineNxcolee,@YRNHill Not at all. You wanna subtweet?,950937669357527041,YRNHill,It’s 2018 and I’m willing to eat ass idc ....🤗,950933643920322561
112,telliabear,@AmposCampos @BlueDream_2008 Hey that money is spoken for the subtweet decoder 😂,950937606581231616,BlueDream_2008,Spent a majority of today studying how to fix mobility scooters.,950934099165839360
113,sara_hindin,"@PICA_59 Don’t worry, I got ya subtweet (;",950934876202721280,PICA_59,Nothing is better then EDM that you can sit back vibe to and escape reality with is,950914191950536706
114,mbolash1,@jessicablair411 This is a subtweet if I ever heard one,950931890265055234,jessicablair411,"Let me tell you, I Feel the Joy is a hard song to sing. It is made much harder when going at the speed of a Kentucky Derby horse race.",950597653846519808
115,Pevenly1,@PearlsFromMyrna Another perfect subtweet.,950931880542703617,PearlsFromMyrna,I store my classified dental secrets in a flossier.,950928406996234240
116,dropkick_papi,@Rep_loves_him Smells like a subtweet .... 🧐 https://t.co/kjQ6bJe7fu,950931234384941057,Rep_loves_him,"Let people be happy. You wouldn’t do what that person did? Okay, cool. Then don’t, and mind your business.",950927793847750656
117,XandraMaciel,@Jellyyy27 I like how you basically subtweet us lol it’s cute,950931168320303104,Jellyyy27,I want to invite them over but 4/6 of us are moms and it’s to wet and cold for us to leave our house:(,950928799901732865
118,fricke13,@sarahrose009 subtweet,950923923914416128,sarahrose009,I’m just tryna cuddle and watch Star Wars right now 🖤🖤,950921167841488897
119,lyss_666,@viulence subtweet one more time,950921648311422976,viulence,u don’t owe forgiveness,950906743705411584
120,jackgreaney12,@REALISTICTRUTH2 don't subtweet me hoe,950920790710587392,REALISTICTRUTH2,Damn I want my blueberry yum yum,950919460046565376
121,mad_davenport,@alafairburke @lynchmegan This...is the first subtweet I’ve understood ever.,950915598615240704,lynchmegan,"So, we pulled an ad today! You can all guess why.",950902805598007296
122,SeanRayBrock,@LilBit403 The text was enough I didn’t need a subtweet too,950915382537310208,LilBit403,"No, my fiancé does not want to buy a calendar with you on it to hang in our home.",950914734953558016
123,yellxwlove,@dexdweather sorry did u just subtweet my gf,950914202788646912,dexdweather,is she really hot or does she just have her septum pierced and is on x games,950884650225979392
124,max_merhaut,@emilymerhaut @evemerhaut I now understand who this subtweet is directed at,950911972492668929,evemerhaut,Stop complaining about your freaking life we get it’s hard you have to do stuff yeah deal with it everyone else does,950868138123546626
125,alafairburke,@lynchmegan This is the 1st subtweet I've understood all week.  That's how big this is.  I know about it from an is… https://t.co/fXdXyaAAlI,950910598119870465,lynchmegan,"So, we pulled an ad today! You can all guess why.",950902805598007296
126,naturale_arii,@Thee_HairDoc And I gave u the tools to accomplish that for 1 for 2 if u still needed help all u had to do was ask no need to subtweet me,950909831363416065,Thee_HairDoc,I need help with my LLC but I ain’t bout to keep begging mfs to help me,950907150129299459
127,sky_mckim,@torisilvers I feel like this is a subtweet to future me (jk I only FEEL this annoying I dont think I actually am) (I hope not),950907782617878528,torisilvers,Girl who dumps her shit on two desks and makes a phone call before class,950876355301986305
128,Abdallah_rm11,@missaycha Please dont subtweet me next time,950904755538288640,missaycha,Some people are too beautiful it’s intimidating,950871426747297792
129,strayjoons,@minhosbub @anonemously well you DID subtweet us,950904461760892928,minhosbub,yall i wish someone would send me junhui/svt tweets and pics like the gc does w bts djcjsnfbsns,950899383356350464
130,intohoneymoon,"@peachhelmet I know we just became mutuals today, but I feel like this is a subtweet towards me",950902483550785536,peachhelmet,Lmao my friend hung out w artsy boys over the weekend and he is mad bc he smoked a cigarette bc they made it look cool,950900486894268416
131,BigCoop97,@TanTyCoD its mostly just a subtweet to the team they just played (anyone who tweets that),950900846451200000,TanTyCoD,Tweeting that you need a “good team scrim” is literally pointless because every team thinks they’re good man.,950900682822967296
132,edmvndd,@lilmmev subtweet me again I dare you,950894983443308544,lilmmev,i want you in the most unromantic way,950893575520292866
133,ami_angelwings,@Thomwade is this a subtweet about Tonya Harding,950890118956556288,Thomwade,In thirty years there will be a movie that redeems Steve Bannon and you all know it.,950888649310253057
134,valentine_grant,"@katienolan @Mrey_0810 I like your show, He's a hater so I tagged you on his subtweet.  Welcome Katie!",950889841172066306,Mrey_0810,Anyone else hate the Snapchat sportscenter girl? Ugh she’s annoying,950852904675667968
135,NKrishna22,@DaveDuFourNBA Lol nah I'm just gonna subtweet and leave it at that,950889200873766914,DaveDuFourNBA,Facebook commenters are pretty terrible.,950805020189982720
136,ben_phillps1,@ESarasti @victoriashanks_ @EvanShanks lol subtweet @tjhunt_  much?,950881722748620800,EvanShanks,"I have a lot of content to make but nowhere to work today again, so I guess we’ll be back to filming tomorrow!",950811234508587008
