,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
12,carmenmachinn,@georrggiia Scarlet fever subtweet,963904456256577542,georrggiia,when i hear about an illness i suddenly start feeling all the symptoms because i know i don’t have it but also like i’m dying,963899642332307456
13,AModestTweet,@marcorubio It's times like this that the only comfort a person can give is to subtweet a Bible verse and continue… https://t.co/wUjxisR2nB,963901645548654593,marcorubio,Just spoke to Broward School Superintendent. Today is that terrible day you pray never comes.,963889141149822976
14,themirthfulpen,@jedpressfate Don’t subtweet me Jed 😄,963901163555897344,jedpressfate,"Roses are red, and most of Twitter sucks at poetry.",963876494224306179
15,EasierToAtMe,@Chimi_Chirunga They’ll still find a way to see it and subtweet us again and again and guess what again,963898078863544320,Chimi_Chirunga,i would live to get in on this but im blockt :(,963897934470369280
16,enlightenfungus,@heil_spritzer Is this a subtweet cause i just like everything that comes on the Tl,963896879657480192,heil_spritzer,Liking all of someone’s tweets is a form of trolling,963896075768643584
17,RONNIEJZEF,"@johnrockyafella Ok, subtweet much. 🙄🙄🙄 lol",963894414882975744,johnrockyafella,The single girls are bitter today and the couples are trying to be overly convincing their happy. I hope y’all get it together,963843333528457220
18,_emanuelegomes,@Chito_Dito stillll a subtweet !,963889349526945793,Chito_Dito,knowing that you lied about what you are doing today makes happy 💕💕💕💕,963886611418279937
19,CourtneyNoyes,@J_Philly10 Was this a subtweet to me?????,963888523219783680,J_Philly10,"If your friends are not genuinely happy when you’re successful, you need new friends.",963869916880363522
20,Sedat30,@AnyabwileLove Is this a subtweet? Is there something you need to say to me?,963887236604465153,AnyabwileLove,it's been said a million times already but frodo didn't deserve samwise,963870848854749184
21,AModestTweet,@marcorubio When can we expect you to subtweet about it with a Bible verse?,963887169264848897,marcorubio,Important for all to avoid unverified info on shooting in Broward County until official release.Many families still not notified of injury,963885606555324417
22,poptivist,"@IamMishaHead [stuffs subtweet insecurities back in pocket and leaves a cookie for ur trouble] 
💛",963886696558338048,IamMishaHead,Are you serious? Don’t be a dick....... wow,963885629246492672
23,iKaziim,@HoOrSayss Hope for the best 😂😂 subtweet se bhtr bnda mntion krdy 😂,963884732361728000,HoOrSayss,Tb tk nai Soun Gi Jb tk wo Cmnt ni krta ...!! 😜😂😂,963883323062915073
24,eaazyway,@msgbrt dicke subtweet,963879098207604737,msgbrt,"Ich: hör auf dich immer zu Entschuldigen 
Er: ja sorry",963878405493141504
25,aaronthamann,@marvbubeck @EllNobles then after that he attempts an angry subtweet but doesn't know about word count so he just thinks twitter is broken,963876999709241344,EllNobles,my ex posted a video of him breaking a record i gave him lol,962848405142888448
26,UmarHehe,@bubbss__ @UmarHehe subtweet.,963876313034645511,bubbss__,isko to follow karke pachta rahi hu,963876117068288000
27,zapatista49,@thinwhytebibbs When he sees this subtweet https://t.co/UcCLalx2MQ,963875971743928321,thinwhytebibbs,Shocked that gov operatives and crisis actors continue to fake school shootings even under the Trump administration.,963875083881197568
28,aggierican,@molratty For once a subtweet isn't about me 😘,963875494755209216,molratty,"Your heart really shouldn't be so full of hate. 

#Subtweet",963828374522253312
29,SaraSkinner,"@Bo_Me_Yooo subtweet:
           @Antiserum",963875017153900544,Bo_Me_Yooo,friendly reminder a hand-written letter can change someone's day immensely!!! get out that pen + paper and show some love!!!,963535753698459648
30,marissadraws,@Leask Don't subtweet me.,963871202442801152,Leask,imo any time someone is gonna make a thread longer than three tweets a twitter algorithm should ask them if they're sure,963870028184526848
31,Chrontendo,@Roto13 Don't subtweet me like that.,963869219703087104,Roto13,I like Retronauts even though like half the regulars are shit people.,963866754727469059
32,heather_brisson,@jorgetamales F u and ur subtweet!,963867357578866688,jorgetamales,I can't be the only person who doesn't care about Wes Anderson's new dog movie.,963857014693625862
33,taylorleigh136,@thomas_lilslurp Hmmm nice subtweet,963865245100879872,thomas_lilslurp,Awh shucks I didn't make the cut. Oh well,963852350044569600
34,joellemac,@JohnRiche Is this a subtweet @ @rhondamcmeekin ?,963859785958461440,JohnRiche,By’s you’d be pretty judgemental and upset if you had 10 coffees a day too.,963858947005435904
35,_VodkAnne,@carolinerobbins I smell a subtweet https://t.co/hHbGtuIHnX,963858272468992000,carolinerobbins,"Respect yourself, or no one will respect you 🙅🏼‍♀️",963854695012945925
36,GhostCoastt,@jebus911 Was this a subtweet to yourself?,963857677494333440,jebus911,"If you don't have a card, gtfo",963603102048948224
37,primawesome,@MarkAgee don't subtweet me Agee,963857548540432384,MarkAgee,This guy peeling and eating hard boiled eggs in the men’s locker room at the gym is the kind of brave astronauts used to be,963836366009245697
38,goodhairperson,@House_Feminist I love it when you subtweet me 😙,963856492058333189,House_Feminist,[vague reference to personal crisis masked as a joke],963831849461080064
39,mads_ren,@AlyPeoples subtweet me one more time,963855263261487105,AlyPeoples,being left on read by the people who say they’re your best friends... umm apparently you ain’t.,963621766693380098
40,wjlafrance,@donmelton @drance I’m guessing it’s a HomePod subtweet.,963851315729371137,drance,Just avoid placing it in that way,963849531036090368
41,OttLepland,@synthesisdream What even is a subtweet,963846376076476416,synthesisdream,Subtweeting was left in 2017 so why are you still doing it lmao,963846078792691714
42,CO_Boilermaker,@tatefrazier You got the joke wrong - ask 9 yr old @BillSimmons  for help.  Also - nice subtweet.,963842548853805056,tatefrazier,Valentines Day reminder: If you leave Mickey you’re gonna end up with a Goofy,963841776644538368
43,alexjs85,@rachelmillman Pls don’t subtweet me,963841765970235397,rachelmillman,one of my neighbors is BLASTING Whitney Houston’s I Will Always Love You on repeat,963841631542743040
44,evahagberg,@ytheory1 if this is a subtweet i am here for it,963841621237252096,ytheory1,Monetise ‘activist’ by putting it on your CV.,963841147650150400
45,Teen_Slimecore,@isaacbrahheyyy Why must you subtweet me,963840194406367233,isaacbrahheyyy,Steel Reserve aged in a closet full of empty Russian Standard bottles,963829213248749568
46,HellblazerVice,@fakemikemulloy This is a great Okada subtweet,963837867398180864,fakemikemulloy,"I wore pants to work for the first time in months and boy let me tell you, it’s fucking trash and I’m never doing it again.",963837668093145088
47,Anne07Annie,"@Jordan_LeMonade I really hope this is a subtweet at Dante, because, like,,, yeah",963836872588955655,Jordan_LeMonade,"if stem majors used half the time they spent talking about how much work they have to do, they’d have finished their work by now",963833139649953792
48,TheImmortalGray,@WorthlessBaka I feel this is a subtweet directed towards me,963836868923097089,WorthlessBaka,Some of my mutuals..... are so embarrassing. Still i love them 😧,963836375647817730
49,JasonGilbert9,@matthew_d_green Helluva subtweet.,963832911421165568,matthew_d_green,Not sure tonight was something anyone should be proud of.,963624104107618305
50,TytyCrowley,@sierbearrr You already know someone's re-evaluating their life after this subtweet,963830853242671105,sierbearrr,you ever vibe with someone and then the sex trash? that shit is tragic,963583692852596736
51,jstnkndy,@caseyjohnellis whattup subtweet,963829536692539392,caseyjohnellis,"tfw when you say ""a dog is an animal"" and people come back arguing ""not all animals are dogs""",963829301954076673
52,ShipMyMoneyDFS,@erikbeimfohr Just because I haven't done it in 2 days doesn't mean I don't know this is a subtweet,963823300530065408,erikbeimfohr,"If your tout complains about how much they work, how tired they are, etc. I’d recommend finding a new tout.",963822248355385344
53,neiriicaaaa,@coquettish___ A subtweet 4 me,963823202089754624,coquettish___,"Valentine's day sure brings out the bitterness in you guys. It's okay, being dickless/pussyless/swaggerless is hard",963823104245075969
54,beeftown,@GoAngelStrong did you subtweet me for not coming over fast enough,963811349355786240,GoAngelStrong,Americans value nothing more than their time,963636340784091139
55,mitchell_13579,@jakeweaver86 subtweet!!!!!,963810650811224066,jakeweaver86,why does every youtube vlogger think they are haunted by a ghost,963793821527105537
56,cooIhighs,@LlFEOFJERM don’t subtweet me like this wtf,963806492116832258,LlFEOFJERM,People who complain about being single on valentines day are THE WORST. We get it you are single and miserable.,963805997398745088
57,CarlostheCorpse,@allisonconkeyy Is this a subtweet about Ian,963800924505411585,allisonconkeyy,"Y’all ever look at Kermit the Frog and think “Daaang,”?",963537509182558209
58,azianperc,@NotWesHunt You don't have to subtweet me https://t.co/jsUTMIPlkc,963796799789166593,NotWesHunt,I talk to myself because nobody else is going to wish me a good morning when I wake up,963423504036188160
59,TJGilb93,"@xrossevans Don't just subtweet, name and shame please",963795318805581824,xrossevans,"I’m all for sharing the love today, but is there any need to broadcast such grotesque pet names like ‘pickle pants’ and ‘sausage’? 😷😷",963784414944743424
60,NadirShriram,@dashanya_naidu But why you gotta subtweet,963792916022951937,dashanya_naidu,People who say they don't like the combo of jam &amp; cheese are liars,963519770002952194
61,minty_da,@satsukitv omg subtweet! full circle! :o,963792625202597888,satsukitv,"i very much so enjoy it when i do a thing and a friend goes ""_classic_ cece""",963792325540503553
62,samesammyy,@mkeff77 Woah no need to subtweet. @ me next time,963790309078511616,mkeff77,HOW AM I JUST LEARNING THAT SOME PEOPLE DONT LIKE THE SMELL OF FRESH MULCH?!?!? WHAT’S WRONG WITH THEM?!?!?,963559943625461760
63,esportsrapist,@rip_tear Is this a cocaine subtweet,963785607670583296,rip_tear,Reminder to get your rate over 140bpm for at least a minute a day brahs,963774731693543427
64,HalakuKhan_,@Fay_Alif Don't subtweet me :(,963782763672494081,Fay_Alif,Could’ve been a guide and a mentor but you chose to be a salty shithead. How sad.,963782572110213121
65,OliviaBrown_2,"@awalters2000 I’m right here, no need to subtweet me.",963772422704025600,awalters2000,i want someone who will go on random trips for food with me,963771834494869504
66,mimsque,"@OliviaDBuck Except you have commented on it, just in a mean subtweet fashion.",963771883828244480,OliviaDBuck,Usually when I don’t comment on something I am just speechless 🤨 it’s better to be speechless ✌🏼,963735103129161729
67,blaine,"@kemokid @Pinboard So, the op was a subtweet. It had nothing to do with Friedman, and neither did his several other… https://t.co/Hu7MncUDfV",963725424885985280,Pinboard,Wait until the NYT editors discover Friedman is an idiot,963617271380955137
68,nikyoung_44,@Jessewelle Nice subtweet calling people out for not being man enough 🤔,963713725403418624,Jessewelle,Lol at all these youtubers acting tough..talking about fighting..be a real man and fight for your country.,963644720516947968
69,mokaontwitch,"@PndaMageiden Dude, the subtweet was too obvious 😂 https://t.co/Fj19iglde2",963713541617438720,PndaMageiden,just be your own valentine.,963712742359052288
70,alastst0ry,@TBECarter And hes at it again..caught him subtweet boys @SnakeloreCS @Zappleee @ImNen_,963673788100595712,TBECarter,Happy I don’t gave a girlfriend day,963645772502913026
71,rickyygagliardi,@PrimmSigne subtweet of me during spanish today??,963673568386207745,PrimmSigne,Word creation of the day: Flustrate (verb) - to be both flustered and frustrated at an individual for whatever it is they did,963666715002490886
72,edenoliver_,@DaneCook I feel like this is a subtweet to @chelseaperetti,963663767547645952,DaneCook,Just One Of The Guys #80sMoviesYouForgot,963634959142522880
73,laurenbeatty__,@dpearse_21 did you subtweet me a year ago?,963663327095328774,dpearse_21,"The amount of times I hear someone say ""I only watch the Super Bowl for the commercials"" will be infinite",828524837161226240
74,FigFountain,@drnlpzg No even gonna be decent enough to make it a subtweet,963660807971237889,drnlpzg,"Nelson is deadass out here calling me ""caballera""",963660612004995072
75,EmilySTutt,@SCaffee1210 wonder who this is about #subtweet,963657342943481863,SCaffee1210,Better not break the streak. Just sayin’,963621037198970880
76,c_vaselopulos,@kt0na @giannaloiacono subtweet towards me?,963648666039996416,kt0na,if you miss someone you should talk to them and stop trying to act like you don't give a fuck cause you do and life is short,824659020040527872
77,lbourgie,@lorismentality @MurderBryan hello bad faith subtweet,963645830736596992,MurderBryan,"You: Stalin wasn’t as bad as people say he was

Everybody except for like 40 people in the whole world: uhhh ok.",963228334825058304
78,mloomis15,"@Beckronincheese Good thing you called yourself out, that way I don't have to subtweet you",963644377716482049,Beckronincheese,I’m literally the worst friend ever I’m never on time😅,963481874675900417
79,T4ntrumEvil,@bl1ssith start a subtweet war,963644337488891904,bl1ssith,"One time this girl said I was too old to be arguing with her 

I met her on tinder where she was lying about being 18",963643809639870465
80,TheRealTavie,@eehouls We make a good team. also how dare you subtweet me,963638617347371008,eehouls,s/o to tavie and my mom for providing this beautiful snack of nairn's oat cakes with stonewall maple cream 🌈,963594189404454912
81,Rs_Vans,@doct_rs Is this some subtweet or something,963636360501452814,doct_rs,please fundme red bottom loubou's size 6 1/2 thank you 😫♥️,963635630566772737
82,SheriffFenix,"@themeechelle I feel like this is a subtweet, and I feel like I agree with it tbh",963634508091281414,themeechelle,Anyone else have someone you know where you hear their voice and you cringe? Or am I really that petty 😂,963601219490078721
83,warblingjb,@allenvwin did you just subtweet a movie,963630988789276672,allenvwin,everyone's talkin' bout Welsh rarebit / but nobody is talkin' bout lapsang souchong,963629903349415936
84,LexxDaPlexx,@ColoradoWilson2 @Jaihoops_ Oh but you wanted to subtweet me a min ago. Hm,963629346496876544,ColoradoWilson2,Free food is the best ❤️,963621551785631744
85,TheImmortalGray,@Yeetbot9001 This smells an awful lot like a subtweet https://t.co/oKLqq02xyl,963627894336638980,Yeetbot9001,"""Good night""-I'm gonna tweet while I'm in the bed",963627518694772736
86,scrowley_,@garymilller Holy subtweet,963624884231376896,garymilller,If you get a burger from Steve’s I’m sorry but you’re a straight CREEP,963620278264844289
87,albertinho,@jrhennessy Is this a subtweet at all the former friends of IMC?,963623410755653632,jrhennessy,now now before we leap to judgement who among us has not befriended neo-nazis repeatedly over the course of years,963544733506199552
88,istompseals,@baabyitstaylor Dont subtweet me just @ me next time,963621887149355009,baabyitstaylor,She’s a keeper 2 dicks in one night for free coke. Yeaaaaaaaa 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻,963620694662643712
89,JasonKantorBTB,@any_bull Wow major subtweet,963620590362951680,any_bull,going to get blasted for ripping wiggins,963618945633800192
90,KalieKeeling,@rhyannsikora Is this the second subtweet about me within a week,963618819871780865,rhyannsikora,hmu if you wanna be friends bc I need new ones :),963608893271298049
91,_katieking_,"@DanKosich You know if this is a subtweet about me, you could’ve just @ ed me",963618536320102400,DanKosich,TODAY 👏🏻 IS NOT 👏🏻 VALENTINES 👏🏻 DAY lol,963606832521601025
92,tonynascar7,@helenaisnotok king of hearts subtweet,963614737060724736,helenaisnotok,is every boy boring? more tonight at 6,963606311651938304
93,LaharIot,"@BroPug Aww, that's so sweet

But you really shouldn't subtweet April like this",963614342091436032,BroPug,Gave an autistic guy a roll of Frozen stickers and he's going through kissing every one with Elsa,963612353458663426
94,alligatorcop,"@DEYALLWHOPPERS 1. It’s harder than it looks 
2. Don’t ever subtweet me again",963611780202352640,DEYALLWHOPPERS,"Tonight at work this dude fucked up a medium cheese pizza.
So. Don't feel too bad about yourself.",963605640567500800
95,JrdnMstn,@ciannalynn How you gonna just subtweet me like that 😂,963611282929790977,ciannalynn,Jesus not everything is about you 😂,963549604796157959
96,colbywinters,@TheGnurb Sorry sir. We should subtweet the hell out of them friday night😈😈😈,963605830850564096,TheGnurb,"I'm so sick of all the liars, the underhanded bullshit and sneaky bastards here. I'm glad I'm stopping my fucking game.",963588913301516288
97,Gormogons,@VerumVulnero1 @molratty @ian_mckelvey GP It makes me sad when you subtweet me.,963600032590155776,molratty,If I'm an edgelord does that come with a swag bag or something?,963547154924044289
98,Walshag,@evilpez4 This subtweet is fortified with irony.  👏,963599386512158720,evilpez4,"So, Whitman is upset because he is blocked from seeing who complained about him?

This is so good, it has to be fattening.",963574498300780544
99,sparklesandsuch,@rickyricks23 Ok I won’t subtweet you then,963599276768047105,rickyricks23,People really annoy me at around 5:30 PM,963582470170935297
100,ItsHellur,@itsCronis Why don’t you not subtweet your teammates and figure out how to fix it. Pathetic tbh,963597959622471680,itsCronis,I literally have the best BAR shot in the game with 0 help. Like put 1 fucking bullet in him I already put 3-4 the fuck,963597778864795649
101,derekvanames,@nikkiforghani This is subtweet central and I’m living for it,963593050638307328,nikkiforghani,Give a douche a camera and suddenly he'll be doing photoshoots for hipster girls who think they're models,963486252396773376
102,Struvee406,@Matt_InVan @45gotFAT I actually caught this on the subtweet. Haven't gotten to my notifications yet.,963589227492487169,Matt_InVan,Chris in Montana applauds after seeing a movie in the theatre,963573405583683584
103,_mayanelson,@ht_cochran I constantly subtweet you,963587491583479814,ht_cochran,"lmao, y’all wild. you must be blind to the fact that you’re in the wrong‼️",963541158377947136
104,shadesoflyd,@itsMCxInc The worst part is those people don’t even know who they are. You can’t even subtweet them lol.,963586492621885440,itsMCxInc,"Can’t be around people who use “I just am who I am” to avoid growth. Why limit yourself? Evolve, get better.",925429805461450752
105,mikebacon13,@25CG3 No need to subtweet me,963585536190423040,25CG3,"To the guys working out in a Corona Light bucket hat, camo tights and weed socks...chill out",963556804633374720
106,oliver_milne,@PostCultRev thx for the subtweet babez xox,963583439558660096,PostCultRev,"Always plenty of hard-hittin, free-thinking truth tellers out there ready to hold a rich man's baggage at a moment's notice.",963520516681183232
107,Lz3rFlam3thrw3r,"@ASess22 I know, that was more a subtweet at some people at my school who think that this is the third coming of th… https://t.co/z68GizQLIk",963582427133333504,ASess22,Are the revamped Cavs still the favorite to make it out of the Eastern Conference? #FabsBabes,963489270651527168
108,Kanoiseylani,@_sxphix__ I hear it's a common thing for people to do in streetsboro. #subtweet,963580898221477888,_sxphix__,"I was asked if I like nachos. 
I do. 
Now I really want nachos.",963577651985354752
109,karamoniqueee,@Goss_TheBrand Man. lol it ain’t a subtweet if my name is in it!,963579307972014081,Goss_TheBrand,If Kara ever gave the green light it would be a wrizaaap!,963578116554788865
110,HopOffTheTip,@ayeezy2turnt Don't subtweet. Folks sweet asl,963574938354495488,ayeezy2turnt,lebron must be fucking some of yawl moms or gfs or SOMETHING for yawl to hate him so much🤔 gotta be 😂😂,963573683221606400
111,nearlyseptember,@AsteadWesley But shit talking adults subtweet @benshapiro .,963570825168375809,AsteadWesley,Parenting is so important. Unloved kids become unloved adults and unloved adults retweet Ben Shapiro,963063926417252358
112,offbrandsarah,@haddle_ is this a flip floppin subtweet,963569020871077888,haddle_,Yo dawg people always be calling me cute. But I still don't got no Valentine's smh,963568838209081345
113,Dursace,@Xotic16 @xoxabstract you’re feeding her subtweet of hitting me with an object when i’ve done nothing wrong smh,963568609481166854,xoxabstract,Idk why I have the strongest urge to slap Durant with a fish rn,963545250592571392
