,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
12,thelifeofmatt_,@isojoe_ If this was this time last year I’d def think it’s a subtweet about me 😂,951573387922489344,isojoe_,men gotta stop allowing women to have power over them just because she looks good.,951555613053669376
13,eringabe,@kaybeckas is this a subtweet,951571162236145664,kaybeckas,i’m not saying that i would go to delaware to see arctic monkeys but ......,951520569115234306
14,KillianKeeblah,@a_keesler wow I know who this subtweet is about,951564349507809281,a_keesler,It amazes me how people can knowingly act like an asshole their entire life and be okay with it,951554482080423936
15,FoodPorn,@NYorNothing Did you just subtweet me?!?,951561466724970496,NYorNothing,Subtweet ur side piece &amp; retweet ur main chick u scumbag,951535797282443264
16,NinjaTheory22,@may_davenport Recursive subtweet! https://t.co/hOq0RjqSeo,951559577421733888,may_davenport,SUBTWEET TO END ALL SUBTWEETS.,951305824994906112
17,GoldFugio,@fuckhelios When you subtweet ❤️,951554251402235910,fuckhelios,gold members trying to talk shit 😩,951552541246083073
18,carolinedraws,"@Nicole_Cliffe This is a beautiful, beautiful subtweet.",951553464072536066,Nicole_Cliffe,"Lifehack: if you never pretend to be a journalist, people will not get mad if you don’t act like a journalist",951407006207787009
19,EugeneVDabs,@gnome31 Is it still a subtweet if they aren't on Twitter?,951553099759538176,gnome31,my twitter polls now count as motions passed or failed in the branch,951552553719910400
20,njcorona1,@rendyfedez did you just subtweet yourself,951549237237514241,rendyfedez,This guy in my marketing class is seriously picking his teeth with his PEN and I am DISGUSTED.,951526812621967360
21,StopMotionDream,@herprettybones @Jack_C44 I feel like this is a subtweet. 😂,951542333014724608,herprettybones,Be who you say you are. It doesn’t get much simpler than that.,951170335528931328
22,ceaweaver,@petenychange subtweet city,951542193797378049,petenychange,The city council sure is something,951538713456234496
23,TechhArts,@RyanLDesigns Who’s this a subtweet to,951531605209829377,RyanLDesigns,Imagine buying a plane ticket to a different country to go shopping and shop in the same shops you would shop at when you're at home,951529541851258880
24,hannah_bod,@BrookeDoubleD Did u just subtweet my mom,951530728650694657,BrookeDoubleD,"Hannah Bodner’s Mom once said that “there are friends, and then there are FRIENDS” &amp; like...damn sis...I see u keepin ur Mom circle tight af",951526758582452228
25,_JasonGarber,@claudiacartanza If there’s an issue speak up don’t subtweet,951530601554817024,claudiacartanza,Crazy how fast things can change,951530350320214018
26,TheJournalizer,@BrennaEhrlich This is the best kind of subtweet.,951529511606243328,BrennaEhrlich,::Types and deletes a salty tweet::,951529449157259265
27,isaacflair,@Eenlevy brutal subtweet,951528632341729281,Eenlevy,I make sure to balance my good wins with even more bad losses. That way every time I win it’s considered an upset,951516838940368896
28,Tay_royaltee,"@allivball3 @Henrique_23_ @nickthequick16 @nickthequick16 lmaoo why subtweet like a little bitch, atleast @her😂😂😂",951527832487804928,nickthequick16,I loooooove seeing white athletes suceed. Keep up that good work and keep striving😁,951248995908599808
29,Zanderkat4,@Phietto Don't you subtweet about my spinach-loving moo. :v,951526998412636160,Phietto,All the people who draw furries with big soft forearms/handpaws all liked Popeye and ate their spinach send tweet,951281431552184322
30,hopkinslauren_,@Baileyhopkins_ @daniielleee_xo that was a subtweet😶,951523280460107778,daniielleee_xo,"you know that song, memory, person, etc that is soo hard to describe but gives you the biggest smile &amp; makes your heart go 💓💗💓💗💓💗 ??",951496334606991361
31,jordanhingram,@alicnix Who who #subtweet,951516641300541440,alicnix,Adulthood is seeing people you went to high school with and then avoiding them,951457282491080704
32,SummonerShuri,"@cloudspretty You don't have to subtweet me when we're talking, darling ;D",951513098464067584,cloudspretty,"It's intriguing to try and figure out who people's passive aggressive tweets are about, but they are still annoying.",951509970893361152
33,lindsfreed97,@marcorubio Is this a subtweet? Are you subtweeting @realDonaldTrump?,951511966979383296,marcorubio,"Even when walking in the street the fool, lacking understanding, calls everyone a fool. Ecclesiastes 10:3",951424453207969792
34,chicgohandshake,@DantonsInferno I thought the truce meant you couldnt subtweet me,951511801115693057,DantonsInferno,Lmao mfs so sensitive always tryna act hard getting mad at jokes tryna throw hands. Get some milk and a therapist,951505746860142592
35,autisticsperg,@HeteroGamerVet The thot cries out in pain as they subtweet you.,951500030329856000,HeteroGamerVet,all this talk of “fragile masculinity” yet you make a tweet about “thicc” girls and their whole world crumbles,951499066093047813
36,NikNak722,@burghbird Every time I see a subtweet I wish I knew who it was about lol,951496694818013184,burghbird,"If I asked people to pray for me every time I went to the doctor too, I would be a nun or a saint by now....",951496125571387392
37,julespalermo,@JaredBrooke Sending out that late night empty subtweet to keep all the honeys dreaming about you.. honestly smooth… https://t.co/Dxe9O05BmD,951495991009701888,JaredBrooke,"Honestly at this point, if you can put up with my dumbass, you deserve the world..",951275409240403968
38,lorenacupcake,@_HOTGOTH You would just want to fight and subtweet let’s be honest,951495257841004544,_HOTGOTH,Wish I had a nigga to spoil 🙄,951327840154411009
39,runawaywithmani,@_matthewidk why did I think this was going to be an elaborate subtweet lmfaooo,951484859364421632,_matthewidk,"cuttlefish are kind of sickening... their adaptive camouflage has them changing colour, shape, AND texture... i’m shook...",951475296422780928
40,itatiVCS,@fMRI_guy Is this a subtweet omg,951478114449682432,fMRI_guy,"I hate seeing my much respected online friends mute and block one another, but I guess it’s just a sign of the times.",951467817898999809
41,Yamaxanadieu,@kanna_istvar wow nice subtweet you MEANIE,951475644998803456,kanna_istvar,"Every single day I find out something I despise about someone I like

Thanks social media!",951475473632067590
42,BlakeRaleigh2,@FaythyFaye Just subtweet them. If its me just tag me.,951472308752928768,FaythyFaye,I just realized this is the only class I can't tweet about someone because they follow me 🙃,951472024903471105
43,luke_frmr,@EllieBav Is this a subtweet?,951471954254589952,EllieBav,When will people learn that nothing good comes from going to Milton Keynes 🙅🏼 #Hunted,949029560837902337
44,ambernoelle,@TheLincoln Can I also use this thread to subtweet Radiohead about the same thing?,951469820607856640,TheLincoln,If you're upset about a writer borrowing from another writer... I have some bad news about the entire history of literature,951468473812742146
45,cixelsyd,@khaxan ooh as savage subtweet,951467616308285440,khaxan,Really great lengths to avoid facing your country's justice system :/,951231451315367936
46,TieDyeShyGuy,@mjanetmars I made that resolution years ago. Now I just subtweet people that do that in an exasperated yet pensive… https://t.co/pO05fGUgwF,951466834603184130,mjanetmars,How will 2018 be different if people are still shitty?,951450139130032128
47,JonkentHibiona2,@caitquijano subtweet pa more,951465632326852608,caitquijano,Youre all that matters to me,951457242645118977
48,Nic0le_Ellen,@Donovan_Dawood My tweet is a subtweet to your subtweet about other people subtweeting,951465396808364032,Donovan_Dawood,Love seeing people sub tweet about each other on Twitter,951453386213412864
49,Nic0le_Ellen,@Donovan_Dawood Love seeing people subtweet about other people subtweeting,951465233402523649,Donovan_Dawood,Love seeing people sub tweet about each other on Twitter,951453386213412864
50,AshleighRedmond,@marcorubio This would be a cute subtweet if you didn't encourage and reinforce everything about him.,951461205733969920,marcorubio,"Even when walking in the street the fool, lacking understanding, calls everyone a fool. Ecclesiastes 10:3",951424453207969792
51,trioptimum,@DrazGames is this a subtweet Draz,951459658182557696,DrazGames,Video idea: Is VIDEOGAMES Still Bad???,951346677474037761
52,1n73rn3tl135,"@tyblorsion @mjanetmars Nah, you only passive-aggressively subtweet them",951457496639725570,mjanetmars,How will 2018 be different if people are still shitty?,951450139130032128
53,jasmine_bolden,@WorstLightskin subtweet perhaps?,951453567042445313,WorstLightskin,You single cause all you do is ask people to match and lip sing shitty Chris brown songs into Snapchat,951247389083492352
54,HBnotHP,@toransugaru Is this a subtweet 🤔 😢😢,951450325499744256,toransugaru,i had fun once and it was awful,951403584494678016
55,SamTyfield,@SniperInMahwah You’re either in a very Dark Place right now or this is an awesome subtweet.,951448739801116672,SniperInMahwah,"Quid sum miser tunc dicturus ?
Quem patronum rogaturus,
Cum vix justus sit securus ?",951446792838832128
56,styIesverIac,"@buterabey Ugly hoes really subtweet,,, they didnt even had the guts to @ u 😩",951439392014348288,buterabey,I blocked mutuals for being shady I have no tolerance this 2018 I’m so sorry about it 😩,951438070833803265
57,HeyFatkid,@maddieporteer Is this a subtweet?,951434530925219840,maddieporteer,my boss already asked me to stay over an hour later that normal and is now late from the time he said he’d be home.. SooOOoO RuDe,951292997550923776
58,BookReader93,"@marcorubio This is a subtweet, right? @realDonaldTrump",951429411068399616,marcorubio,"Even when walking in the street the fool, lacking understanding, calls everyone a fool. Ecclesiastes 10:3",951424453207969792
59,JaniDarasHai__,@beingmurk Thanks for the subtweet,951420531173150720,beingmurk,Shadi k bd log badal jate han,951419908600029184
60,samewlharris,@acrimoniousmimi Did you just subtweet me,951409515349426176,acrimoniousmimi,I aspire to be a Samantha but I'm more of a Miranda than Miranda :(,951060677627555841
61,leadernimjihyo,@MlNACHAEYU lmao on this subtweet 😂,951377229946134528,MlNACHAEYU,Twice x Exo is such a powerful combo,951376983019130885
62,GalaxyAidoru,@SwishSSBM just subtweet me and laugh with me as i die slowly on the inside! 😭,951375785490812928,SwishSSBM,I feel like my good days are better and my bad days are worse. Not having a good day friends,951372086915813376
63,theeanthonyhemp,@bng14 Cough cough subtweet,951374206456930304,bng14,I wonder if people that I don’t talk to anymore miss my 🔥🔥 memes I would send them.,951270222501068800
64,ChiefNosa,@Arbvter Solid subtweet bro https://t.co/SQjohIzmIG,951373808644034560,Arbvter,need friends that aren't 100% weeaboo,951356093892087808
65,EngiMurph,@sheshn94 Bitch did you just subtweet my ass? [Just kidding you know we both know better],951363751491592192,sheshn94,Which streamers do you find funny on Twitch? Ones who are not afraid to let loose?,951165071664742400
66,YUN_ADAN,@rvnperez77 subtweet me again pussy,951353713003655168,rvnperez77,"apparently I’m really rude, but that’s just me being sarcastic 😢 and I thought I was sensitive lmao",951297706051305472
67,AmberRaimer,@TheAbbyBagley subtweet af,951351114280112128,TheAbbyBagley,If you’re name starts with a J snapchat me. It’s a completely random letter don’t put to much thought into it,951337601054765057
68,kennedarr,@taylor_feniello is this a subtweet about tua,951343482253336576,taylor_feniello,Imagine someone viewing your story but not answering your texts. LOL. Cool,951342963031986177
69,GarbageSans,@bella_king0 dont subtweet me ya jerk,951341906750980096,bella_king0,why is it so hard to organize a D&amp;D game omg?,951326246234816514
70,caryndi,@Jen_McLean Can’t believe you managed to livetweet and subtweet at the same time,951334896160538624,Jen_McLean,"""University. It's where smart people go to get annoying."" #thebeaverton",951291426356146177
71,xosamrich,@daniel25hoops did u just subtweet me,951333788344254465,daniel25hoops,I get told I look like russ at least once a day,951331144603193344
72,PunishedPersian,@internettara Don’t subtweet nigga I’m still awake,951332410234372097,internettara,persian groyper temp unfollowed and has temp muted me and keeps threatening to block me etc but it’s actually good when groypers hate you so,951332242185474048
73,sailornomad,@johanfullstop Is this a subtweet about the Bible?,951330848594264064,johanfullstop,"love too say some completely bonkers fucked up shit and then justify it like, ""no no, the ancient texts are clear on this""",951295996775903234
74,Dexter2k,@PowerGotGame subtweet?,951329753268539392,PowerGotGame,"i fw like 5 people in this community, everyone else is mad fake i just don't say anything",951329139973328896
75,papayaspice,@thatguynevan wait. is this a subtweet,951328177208438784,thatguynevan,Honestly vaping is gross and whoever does it is ugly,951301302696296449
76,eli_ladoux,@johanfullstop positive subtweet,951320865265762304,johanfullstop,"love too say some completely bonkers fucked up shit and then justify it like, ""no no, the ancient texts are clear on this""",951295996775903234
77,GrilledAsparagi,@jiiggIypuff what if i subtweet u,951314670526259200,jiiggIypuff,please stop being condescending to me online,951309067913498625
78,burnicus,@RyanCentral_ lmao. ..don't subtweet them. ..put em on blast! XD,951314502246682624,RyanCentral_,"How can you tell if someone isn't interested in the Overwatch League and lowkey hopes it fails

Don't worry they'll tell you 🙄🙄",951313636659625986
79,cleoshantzz,@MattRamseyer I wanna say that this is a subtweet of me 🙄🤷🏼‍♀️,951311867464601600,MattRamseyer,Some people just shouldn’t drive in the winter 🙄,946191530967961601
80,bayleedochwat,@bPatio2 is this a motherfuckin subtweet,951307537852387328,bPatio2,Lip gloss is one of those things I just can’t fux with,951290944661393408
81,redtheorange,@taylorjmichelle I hear a subtweet 😂,951303541825720320,taylorjmichelle,i honestly just want to punch ppl in the throat when they smack or talk with food in their mouth like wyd,951302694291038208
82,CoachBourbonUSA,@LazarusBlack5 @snowsoxy13 @Lexicanteven @MonicaW42 I'm gonna subtweet ur TC and tell her to quit the onlinez,951301872958222336,Lexicanteven,"shhh im watching spongebob and quitting twitter 
pls dont beg me to stay",951299495874068481
83,LazarusBlack5,"@CoachBourbonUSA @snowsoxy13 @Lexicanteven @MonicaW42 I'm gonna #subtweet all ya'all

I don't even care.",951301606187913217,Lexicanteven,"shhh im watching spongebob and quitting twitter 
pls dont beg me to stay",951299495874068481
84,Cboyles1600,@cassiebhuffman This is definitely a subtweet to your mother 😂,951301586059489280,cassiebhuffman,Don’t ask questions you don’t want to know the answers to,951295050432032768
85,NatalieFawson,@jonahfeser Is this a subtweet ??? @kinzie_larsen,951300254799835136,jonahfeser,"Thread of why being vegan is bad
and why eating meat is good!",951238228387840000
86,called_chris,@Emily_Ellis13 *******subtweet*******,951300029477720064,Emily_Ellis13,sux when ppl stop talking to u suddenly bc u have to wonder if they just stop caring about u or if they even ever started in the first place,951286901704740864
87,Causey4,@_DavetheDave This is the first time I've ever thought I might be the subject of a subtweet.,951299753756758016,_DavetheDave,Having to be nice to people is the worst.,951297660056735745
88,HPbasketball,@KingOfThornton Adams not at his computer he’s not reading your subtweet,951297504695304192,KingOfThornton,Plumlee is a +4....Jokic is a -6,951297324973621248
89,mca923,"@CeliaAlicata You’d never subtweet me, you would directly call me out in a phone call. No one wants to read threads over 7.",951296311235620874,CeliaAlicata,"Make Twitter brief again. These long posts y'all, and all this thread stuff. #smh",951291526285549571
90,TRAPG0DD3SS,@CodyLightfoot This a subtweet?,951295113271169024,CodyLightfoot,"BAD THANG
FINE AS HELL
THICK AS FUCK
OH MY GOD",950972730161139712
91,a_kanjere,"@Hatfulofhistory @hpstorian Sheesh, thanks for the subtweet Evan",951292143246585856,hpstorian,"Writers! (of any stripe)

What is the best piece of advice you ever received about writing?",951261727303200768
92,EllisKillian,@Ash_rezk Say it to my face don’t subtweet,951288024431845376,Ash_rezk,Lost to many brothers to the core,951244917854138369
93,lolarkangyle,@Sacrleh That’s a hell of a subtweet,951287703991083009,Sacrleh,When you know someone is complete trash and you see other people interacting with them but you can't say anything... :(,951241775229779968
94,caraberny,@maleeeeky don't subtweet our president dang,951287672382701569,maleeeeky,When you know someone life is trash but they be postin on social media tryna front 👀🙄,951284605826498560
95,squallluis,@shawnxmadden Don’t subtweet me!,951281472635203584,shawnxmadden,"If you think Marvel Studios is only making [insert film] because of [insert film], that's just silly and not how Feige works.",951264141024509952
96,Odon_US,@adothop Thanks for the subtweet.,951280721091596288,adothop,Me? Following random RT employees cause I think they’re cute? More likely than you think,951133317650419712
97,Unfamilliarr,@xvxcejai This is a subtweet,951277827806171136,xvxcejai,Tonight is just not the night first my mom and now this but I’m getting a dog tomorrow and his name is fig,951271708887060481
98,DanKoboldt,@DunneWriting Holy subtweet!,951277528634806272,DunneWriting,I'm having a very emotional reaction and it sucks because I'm so hungry so really I kind of just want to cry,951276107843719168
99,kristenhorneff,@kemx0 Don’t subtweet carrie when she doesn’t even have a twitter that’s just mean,951276383703007232,kemx0,Are you today’s date cause you’re 1/10,951248940980109313
100,valeriestewart_,@katiestewart28 What’s this??? An immature subtweet???? Interesting lol,951275739768336384,katiestewart28,😡just you’re name makes me furious🙃,950162603447373825
101,Reherman_daion,@Kait_S_C Okay subtweet??? 💋 I LOVE YOU,951274586963881984,Kait_S_C,Yay I’m in Dai’s avi I luv her,951160472463659008
102,srahlo,@Ty_Cal don’t subtweet me like this!!!,951273654112980992,Ty_Cal,I wonder how many calories people burn when they keep running their mouth 🤔,951268442027577344
103,lastcartridge,@lizsicle i hope this is not a subtweet of me I backed off very readily,951270094184759298,lizsicle,"*logs on to Twitter*

*makes a fun comment*

*gets told why my fun comment is wrong*

*logs off again*",951269981311905792
104,MnNiceFC,"@MNorthStar82 Vicious @natepentz subtweet, Adam",951269744606433280,MNorthStar82,"We’ve officially hit cold-calls-from-realtors-asking-if-we’d-sell levels of crazy in this housing market. 👀

#StPaul #midway",951254646726774784
105,therealrrp0,@samdepaola @yoitsgiannaa Lmfaoo is this a subtweet to BJ?,951269702864723968,yoitsgiannaa,Bad little bitch name was Bella,951265388737777665
106,nikkimcentee17,"@danielmwarwick hard to subtweet people when you're chairing the meeting, isn't it? not nearly as fun being in charge!",951266407261573120,danielmwarwick,"""we have a great team of many consultants""",951265811255250944
107,omgmorgaan,@slootluke okay thx for the subtweet,951265362263396352,slootluke,"Popular opinion, if you think whataburger is lame then you’re lame 💁🏼",951265252435472384
108,alaynasparkles,@donalicious_140 Way to subtweet you immature fuck,951264770451234816,donalicious_140,I have $100 for any girl that does not still text their ex.,951158031487782913
109,ATrageser,@laauurr97 bitch subtweet me again,951264007457042432,laauurr97,Collin and ally are always late to our double dates,951204586534133766
110,Goodie1969,@IndianaJedi @TheApexFan Don't subtweet @NoSJWs1234567 like that.,951257484798373893,TheApexFan,New Superpower: Accurately guessing how many followers someone has based on their comment.,951247608265101312
111,Stephanie_Sco,@itsAddie_ Is this a subtweet @ the grapes? Ouch lol,951253305942044673,itsAddie_,everyone I send snapchats to usually leaves me on open and honestly I’m offended,951202258661801984
112,mueller_ethan,@alydalea @alexisBlazek @alydalea I think this is a subtweet,951251200925753344,alexisBlazek,If you find a man that meets all your criteria but he won't scrape your windshield for you he ain't worth it,951247455227654144
113,longarmdan,@courtnidotcom This is a real specific subtweet,951246812807090176,courtnidotcom,Tim come home I miss you babe let’s work this out.,951245924436795392
