,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
21,FutureFriendLP,@ghostyglasses dont subtweet me,949747977433821184,ghostyglasses,"Saw a bunch of people use a broken escalator. Y’all, there were stairs right next to them. You had options",949741119839096832
22,wxrners,@neiljosten me too ugh but we gotta shut up or she'll think we're corny n subtweet like she did earlier,949746509054205957,neiljosten,hey guys? pantea makes me laugh,949745306119290880
23,Dark_Bound_End,"@FEART0XIC ah, is this a krypto subtweet",949744430466109441,FEART0XIC,Imagine making fun of someone who is suicidal and thinking your funny,949744169702035456
24,kphipps3000,@intothecrevasse Why do you always subtweet me and my Etsy store?,949742810550456326,intothecrevasse,What do you do when you're proud of a friend for achieving personal growth but also need them to stop posting about it all the fucking time,949719248561213440
25,ohaileigh,@NYTMinusContext @linalovesit I will not subtweet,949742606665252866,NYTMinusContext,the usual problems. Selfishness and deceit,949099137332666368
26,MrMillzMN18,@ahaug99 How dare you subtweet me 😉,949742172659740674,ahaug99,Pretty sure Gopher fan Twitter is the reason we can’t have nice things.,949741257655545857
27,ladambell,"@RuinMyWeek A vegetable on Twitter? You really shouldn’t subtweet @realdonaldtrump like that, Max.",949741108640272385,RuinMyWeek,"I've spent the past year as a vegetable on Twitter. If anyone's mentally stable, it's definitely me.",949698015077351424
28,graysoncudi,@GraysonDolan wellllll i have sooooo subtweet me 😅😅,949740897599655936,GraysonDolan,Ethan hasn’t done anything funny that I can tweet about lately...,949739315768078336
29,VeraSkyLive,@babybreath_xo @emerson_cane don’t subtweet me emerson,949740684369678336,emerson_cane,Sooo I suck &amp; didn’t get online so I’m going to STOP posting about getting online until I’m in front of my laptop 💻,949556826928025601
30,FeedingHam2Cats,@mmalloyboy Don't subtweet me motherfucker,949740518711398402,mmalloyboy,at the conference I just left a guy made a Simpsons reference in one of his talks and I could feel my brain start to short circuit,949740347894128640
31,ShootyDoody,"@earnestaugust @chapel3929 Everything is a subtweet about you!
LOL",949736889254375425,chapel3929,"Her: I'm going to ruin your life

Me: Worth it",949540283934494720
32,hadeelkhalidxx,@mhmd_adil Loool da subtweet 3adeel kida 😂,949736457081630720,mhmd_adil,Why tell people more than they need to know?,949701858846789632
33,galuade_,@8bit_ghost don't subtweet me,949736196082511872,8bit_ghost,Ngl one nice thing about coming back to twitter after a while is seeing ppl who were cis before now trans,949734611113992192
34,imeanitsxtine,@heebsta Is this a subtweet @ me,949735022851796992,heebsta,"Them: omg I miss you let’s hangout soon!
Me: okay yes!! I’m free Thursday or Sunday. Wanna get food or something? 
Them:",949545041793466381
35,goldenschauer,@millah22 subtweet me daddy,949734399456706560,millah22,"I heard from an old friend today. He said ""Andrew, I only listen to #HollywoodHandbook now.""

Oh.. Oh wow. Okay.... R.I.P.",949730409528532992
36,icejjchicken,@daviidriivas1 I see you with the subtweet bruv,949734155876618240,daviidriivas1,Dudes really be butthurt bro 😂🤦🏽‍♂️,949555343738089473
37,ROSENOTiTANiC,@KRABBYCODY is this a subtweet about me scowling at you?,949732485704945666,KRABBYCODY,girls are so WEIRD ill never understand,949732326207979520
38,ecaughlaw,@dj13p Thanks for the subtweet!,949725541908742150,dj13p,"One need not be so smart, or even stable, to see when another fellow is not",949700993880657921
39,SleepyNord,@HBnotHP Yo that's cool I can subtweet you all I want now,949721682159300608,HBnotHP,"I love playing the ""am I blocked or are they replying to a private account"" game",949720594781736960
40,wscr8n,@rhannahhreed I’m just peepin the subtweet,949721378000957441,rhannahhreed,Why people want to wake up at 3 am and go stand in ice water with a gun is beyond me..,949544260759629825
41,henny395,@bbrewster55 @natechristian15 This clearly a subtweet. Why you putting him in blast like that lol,949721273000656897,natechristian15,"""Should I hold on to what we got, or is it just a waste of time?""",949675720292397058
42,RefineScrafty,@MightBeReign nice subtweet bro,949719012400926720,MightBeReign,football fans literally take everything to heart,949718834092625920
43,leahgcl,"@harto This feels like a subtweet but like, wholesome",949714920236396545,harto,I feel sad for closeted celebrities. 😭,949698980899831808
44,JCoona,@WhatThaDel This is a subtweet abt me and I feel attacked,949714762463678464,WhatThaDel,Glad this hotel room got heat &amp; hot water. We take lil things for granted....,949705445140201473
45,Sadiah_Khan,@iayeshabutt @Zeeshkha We were hoping for another couple subtweet tho 😂😂😂,949714088937979905,Zeeshkha,One text can ruin your mood,947219224774283266
46,JoshEarle421,@Kelly_Jordan3 Throwback subtweet #wewon,949710597834321920,Kelly_Jordan3,lol don’t block me on social media and then text me asking me to vote for you in some contest. That’s not how I roll homie,922877557468524544
47,photonrunner,"@DesiJed Well, I'm not fucking crazy! Why would you even subtweet me like this, Desi?",949706849581977601,DesiJed,"It's impossible to say ""I'm not crazy!"" without looking like a fucking lunatic.",463047465336598528
48,cwclassicalgtr,@JamieMonck Saw this after my last subtweet. https://t.co/aiALn0hWjc,949705152692391936,JamieMonck,further concepts not covered in my undergrad guitar pedagogy course: how to teach the guitar,949696707763277824
49,MisterSteez,@sanj__cheatham subtweet,949704552076447749,sanj__cheatham,‼️ Wanting to be shown off and hyped up isn’t a bad thing ‼️,949694570127818752
50,maryo2703,@ikebarinholtz @davidstassen Is this a very deliberate subtweet to @mindykaling? not going to lie this feels pointed,949701196385841153,davidstassen,When people with a pool say “come over any time“ they don’t really mean it.,949513836356288512
51,sjmorty96,@JackMannix00 I feel like this is could be a subtweet about me but I’m not sure,949698486496309254,JackMannix00,There's a distinct difference between being charismatic and just being loud,949488156092653568
52,allenstenhaus,"@zerena_hoofs This subtweet is about me, isn't it? 🙃",949698271873785859,zerena_hoofs,WHO TAKES THIS LONG TO GET READY,949698146174578689
53,kenzie_mullins_,@Sammyy_02 don’t subtweet me hoe,949694998727024646,Sammyy_02,When none of the girls in the gm will respond &gt;&gt;&gt;&gt;&gt;&gt;,949694370646814721
54,rylee_mohr3,@Bmusclow12 nice subtweet there Derzy,949694992557191169,Bmusclow12,So many people want to get out of NY but no one is willing to do what it takes to get out and see something new.,949693754675466241
55,amayadesmone,@zsizzle__ Don’t subtweet me,949686503701016576,zsizzle__,How u got a problem cause I had no gas 😂😂😂😂 what I want me to do fly to u 👎🏾👎🏾👎🏾,949686391729868800
56,dylanistweeting,@filipeheath Is this a subtweet at me,949685531176263682,filipeheath,do you ever just see a tweet and wanna block the person real quick but I cant because the person is pretty cool,949685316121702400
57,carly_klimek,@ayo_bibby Is this a subtweet,949683801415876608,ayo_bibby,Yo please delete me off snap if u send me that stupid streaks shit,949680158205767681
58,NotMythic,@2moar You subtweet more than that girl that doesn't come around anymore,949682266715885569,2moar,"I have a novel idea, when you are in someone else's stream and on their discord, be respectful and not a fucking douche canoe",949535848453701632
59,LukasHartIV,@jbarro @TheStalwart Time for some subtweet theory! (1/236),949679696446443520,TheStalwart,"Don't tweet at, retweet, quote-tweet, or screenshot-tweet the game theory guy.",949677818883035137
60,bryan_onymous,@michaelianblack “Fire and Fury” subtweet?,949679523364159488,michaelianblack,Saddest thing is eavesdropping on two people lying about making plans.,949677617866838017
61,guan,@TheStalwart Don’t subtweet him either.,949678157258547201,TheStalwart,"Don't tweet at, retweet, quote-tweet, or screenshot-tweet the game theory guy.",949677818883035137
62,Jettuwu2,@jammieuwu I didn't subtweet you cunt,949674777001697280,jammieuwu,yo what does ntr mean im uneducated and would like to know,949673110449639430
63,hayleybbear,@SotoSoDope Is this some kind of subtweet u lil twerp,949673198156746752,SotoSoDope,I could really use a hot beverage at these temperatures...,949657279439220736
64,KRYOZGAMlNG,@minilcdd did u just subtweet me,949663559251845120,minilcdd,i love feminine american accents so much fucking hell,949494555270791168
65,aoldenbu,"@Dave_MN I don’t know what a subtweet is.   I’m not good at things, though.",949654913507831814,Dave_MN,Every truly brilliant person I know can’t shut up about how brilliant they are. 🙄,949651294079332352
66,diewalkyrja,@Rilpweb is this a subtweet of orange man,949648306216620032,Rilpweb,That classic genius characteristic of shouting at everyone that you're a genius,949625106082488320
67,brookedavis_44,@MorgannHampton this is definitely a subtweet for wrinkles,949647601703452679,MorgannHampton,living by yourself is only so fun for so long,949414248530239488
68,slickeree,@JohnFugelsang You forgot to subtweet @VP and @LindseyGrahamSC,949642513794719744,JohnFugelsang,A guy who keeps telling you he’s a stable genius is like a guy who keeps telling you he’s straight.,949640050635083776
69,FuzzyMarth,@kept_simple *me replying to a subtweet that wasn't even very insulting and also actually wasn't about me* MY GREAT… https://t.co/5qDzNXjMQN,949641574115414016,kept_simple,i am like really smart also,949641001303531527
70,ChocoBars4Life,@crystalplepsi Is this a subtweet,949640760760020992,crystalplepsi,If you're going to state your opinion and you contradict yourself at any point then please rethink your opinion,949639329986461696
71,JJasonTucker,"@arisytner I’m pretty sure it was unintentional, but this is a great subtweet.",949634487050219520,arisytner,Being a truly good listener &amp; communicator will highlight your maturity &amp; real inner talents - earning the respect of others!,949634168048275457
72,LucieFerro,@PTcarlo Legendary subtweet,949600083259084801,PTcarlo,Imagine thinking Ernest Hemingway is a great writer and that you want to model your writing and online persona after him,949515777270575104
73,dansdekris,@Tezrik This is legit me when u wanna talk and im busy and then u subtweet me lika hoe,949590464260435968,Tezrik,been wanting to talk to jealous for months and I always get busy when hes around. I feel bad :\,949589408533053440
74,Davianknowsbest,@thatnoxiousCALI I was about  to watch Black Mirror but you just wanna subtweet me and shit lol,949587089892388864,thatnoxiousCALI,"For some reason, I can’t fall back asleep. This shit sucks, but I’ll use this time wisely.",949570647650373632
75,skinnyFweezy,@1stRuleIs_Shhhh is this a subtweet,949574749730103296,1stRuleIs_Shhhh,Waiting for my anxiety to leave like everyone else,949569062438424576
76,nosaJKim,@imalyssagrieb This is a subtweet @ @joe_lee03 isn’t it,949574220064935936,imalyssagrieb,I am a sophomore in college and I am still putting effort into friendships with people that suck and don't reciprocate shit #sadgirl2018,949482455051919361
77,jshuadyer,@NemoProfits Don't subtweet @carmeloanthony,949563830153236481,NemoProfits,My life has come to waiting 15 mins for Carmelo Anthony to hit a black and mild in the club bathroom this sucks,949562024425529344
78,makaylllaaaa,"@GarciaRickie HAHAHA, Is this a subtweet?🤔",949563048783564800,GarciaRickie,It’s about time Mak🙄,949561622351167488
79,Wanderlustin,@mindymanzudo wow way to subtweet me,949559320689061888,mindymanzudo,hi guys you’re all really good. keep it up please it’s good,948837189655212033
80,timidpatra,@__neezus__ I’m joking as if this is a subtweet about me but it’s just lyrics. https://t.co/YPqcJWVg0T,949555623129157632,__neezus__,The only heaven I’ll be sent to is when I’m alone with you.,949552967316901888
81,MEMORYGLU,"@glu_bot don't subtweet me you bot, i can shut you down.",949546539499712512,GLU_BOT,"Tell it like it is, my clown pal.",949545870097297409
82,paytontrahan,@OldManSweater ummm???? this a self-subtweet?,949545090858528768,OldManSweater,"Wow people really be cramming into green parrot with no specials by choice, huh?",949520961220603904
83,shellyb777,@d1ckortreat hurt that u didn't ask me directly so i'm pretending this is a subtweet. yes i will cut yr mullet,949543111709007873,d1ckortreat,can someone please help me trim and dye my mullet its too powerful i fear it,949542957610225664
84,BrandonS804,@hclarkeee @maddieeatonn18 Let me guess you’re about to subtweet me or post lyrics?,949538667231629314,maddieeatonn18,wish i had someone to houseparty with 😴,949537290854064128
85,RAIRORAPHA,"@MrMajor_ Is this a subtweet? Tell me one thing Zidane did,  Iniesta can't?",949536638253895680,MrMajor_,zidane is way better than iniesta bro,949533856973107200
86,Lan59ton,@vivalajulia44 This isn't a me subtweet right I need written confirmation.,949536594402390016,vivalajulia44,One thing I learned in 2017; all men have expiration dates.,949176229336354816
87,Esposition,@TheMelecio Why you gotta subtweet me like that,949531920794177536,TheMelecio,dude Rito’s isn’t good. stfu it’s mediocre at best. And that’s me being nice!,949465759486394368
88,analiseporras,@joleiigh subtweet,949517490320756737,joleiigh,imagine being friends w someone that doesn’t 100% DESPISE trump!!! i am so glad i can no longer relate but some of yall can yikes fake woke,949515820819996675
89,Snxzi,@Hydro_US You know you don’t have to subtweet me I’m right here 🤭🤭,949515391969226752,Hydro_US,"Kid's act like they've never had one bad game. 😂 Shit happens, it's a video game, chill. 😂",949514870583693313
90,bubsby,@ScarletPolice Is this a subtweet,949514780640817152,ScarletPolice,People only defend bad memes because they get them popular,949331014190432256
91,JustinOwn7,@Whiiizdom If you’re gonna subtweet me don’t hmu to play.,949513629665255424,Whiiizdom,My mind is blown the last 2 1nds I’ve played on a UMG my teammates have gotten worldstarred to lose the map in a 1v1🤣,949513346096795649
92,OriginalMtabbs,@swissmistress Is this a subtweet?,949509993291763712,swissmistress,Most tattoos of the devil award #AwardsForExes,949509435134681088
93,elliottolarbear,@natarooz2 Is this a subtweet about a subtweet,949507860123344897,natarooz2,What if sub tweeting actually starts making a difference 😂😂,949225208073908224
94,GregMizak_,"@AlexaJean11 Well I hope everything is well 😂, literally 30 tweets on my feed were subtweet directed towards the ge… https://t.co/JcV0NkIaDo",949507429095665666,AlexaJean11,Yeah know I genuinely wish you were the person you used to be. For your own sake.,949506025148833792
95,luvdlots,@CalistaCarterrr I already know so you don’t gotta subtweet me 🙄,949506580730597377,CalistaCarterrr,Oomf don't know it yet but we're getting married 👀,949506302903975938
96,VlTALlZE,@MercyTheJoke What a subtweet,949506149207900161,MercyTheJoke,Need a good anchor and I’m set,949502477635932161
97,Sd35,@scottyarms @JosieGrosie15 subtweet bitch,949505234228801536,scottyarms,Same people not feeling #Filthy weren’t ready for Sexy Back either. Now it’s in their top five.,949161743976157189
98,REALDavidFine,@hockeydriver @Bush39 don’t want a subtweet here Bobby rockets,949505184501297153,hockeydriver,Just heard about a fan complaing about not getting a bobblehead tonight. I would only complain if it was a Boosh bobblehead.,949502034822262784
99,pow3rpuffsama,@SakakiIsCute is this a subtweet,949503828373770240,SakakiIsCute,I get so JEALOUS and depressed when I see friends tweeting about having fun at an anime con together!!,949503681497624576
100,sawamorons,@ekstermi how many times can i make peace subtweet me in one day: a novel,949503382267580421,ekstermi,"I HAD THE HIGHEST PITCH ""SISIIII"" AT THAT GAGTAG YOU ARE SO!!!!",949502612025593856
101,ambermmaarriiee,"@itsEricbruhh A.k.a me y’all it’s a subtweet, &amp; it’s also sense*",949500362192384000,itsEricbruhh,Some people just make 0 cents,949500177454317570
102,bakesale77,@PerryShall subtweet much?,949500312003534850,PerryShall,It's so interesting to me that nobody is more handsome than Columbo.,949497531138002944
103,RyanScottGraham,@MadballMoshCall @treytheruler Deep subtweet.,949498673762795521,treytheruler,the best album design in the world isn’t going to change how the music sounds on the record,949433381405655040
104,K4R4TM,@utMirza This a subtweet to all the weird music I listen to? #bouttocatchthesehands,949498443038371840,utMirza,Yeah and I’m the weird one that listens to all kinds of music?,949496037730758662
105,Sallymencer,@WorstDarkraiN8 Massive subtweet***,949497491489280000,WorstDarkraiN8,"Subtweet here, if someone hates a game you enjoy ignore them. Them not enjoying a game you like doesn't effect how much you enjoy it",949497295644569602
106,jamesfeigenbaum,@SarahCohodes This is a very tough AEAs subtweet...,949492358885888000,SarahCohodes,"Things that are amazing in Florida: roads, free parking, not zero degrees. Not so amazing: room service, room service wine.",949454308688441345
107,noteon,"@adampknave This is a subtweet, isn't it.",949489781955850240,adampknave,Not everything is a reference to something else.,949489259378982912
108,grimmreaps,"@Italian_Rach At her, don’t just subtweet her lol",949487702654836736,Italian_Rach,There's a grandma sitting next to me that just put a filter on a picture of the plane that she's texting. Millenials are the problem how?,949485022486192128
109,tanzeli_a,@PipeGodBrek Nice subtweet. I never said I was gonna buy from rockbottom. I just was surprised at the price your charging.,949486939769589760,PipeGodBrek,People unhappy with my rates saying they’re gonna buy from rock bottom instead lol. Don’t they charge $10 per?? Y’all trippin.,949486467407122432
110,proximitybomb,"@Misa___i Aray it happens rarely but sometimes you don't reply like not subtweet, you just do a normal tweet and it… https://t.co/oB6ONfQxJs",949483813054201856,Misa___i,Thank you!!! . Yes. Im the eldest. Its a curse and a blessing at the same time. 😂,949151947373862912
111,janieqjones,@netflix this is an excellent subtweet but i think it is okay to just @realDonaldTrump directly,949483673224667136,netflix,please stop calling our customer service hotline to ask if we have The Gorilla Channel,949449196536393728
112,rinariinrin,@smolchika Is this a subtweet,949477168710483969,smolchika,let me finish the game leave me alone pineapple boy,949476731760627714
113,madwiin,@Sean__Cao bitch are you trying to subtweet me,949475771617366016,Sean__Cao,"to the people who don’t know the rules of sports, when you’re at a game watching... what goes through your head the whole time??😂",949473880699269120
114,deanelazab,@SuperKawaiiDesu Fucking subtweet,949474515574247424,SuperKawaiiDesu,Lmao someone asked me if I was amane,949448809951760391
115,fateempathy13,@sirensaysnope Dont u dare subtweet my mom😤,949472731317264385,sirensaysnope,"*reads your tweet 

You misspelled two faced, conniving, spastic slut",949472025206239232
116,Hexatheon,@doseofpercocets is this a drybones’ followers subtweet,949468601916035072,doseofpercocets,"As soon as drybones appears the retards congregate. 

It is known.",949467451699449856
117,togwrlp,"@spacefunkyarp is this a subtweet of leit, also it's probably because he thinks it's probably uh comedic since he o… https://t.co/XoZFmns81t",949464008205070337,spacefunkyarp,"why would watch devilman with your family
there are many boobers",949463393941024768
118,makoefforts,@citadelofswords @surrealisttrees Did he delete the subtweet,949459006619254785,surrealisttrees,what IS going down with crit role what is this tell me the drama,949441122002198528
119,303toNYC,@mattzollerseitz why you gotta subtweet moon pie like that?,949458319546179584,mattzollerseitz,"OK, I think it might be time for everybody to cool it with the sassy corporate Twitter accounts.",949456820099305472
120,tresal71,@StaceyinSpacey Is this a subtweet to Michelle again!?!?!?,949457772814401536,StaceyinSpacey,Look what she started posting her nasty porn.,949457422967496704
121,no_cca,@Lyssiaaa_ Bish don’t subtweet me 😂,949455239853297664,Lyssiaaa_,"Rebekah out here tweeting her lingerie wish list, Jesus 😂😩",949450268378361857
122,annakaplann,@emmachambie that was a subtweet,949454681042014209,emmachambie,facetune is dead stop w that shit,949450700164968449
123,SoraKingdomKey3,@FirlowXD Why you gotta subtweet me like this https://t.co/Fk2ZZzqByz,949453266231988224,FirlowXD,"I don't think some of y'all know what ""open world"" means, and think a sandbox or something is open world. Mario Oddysey isn't open world.",949453120492462080
124,Flexosteron45,@ichbinBanksy Cansu subtweet?,949452698662957057,ichbinBanksy,"Schlimmste wenn frauen denken ihre fetten oberschenkel sind durchtrainiert

NEIN DIE SIND EIFACH NUR FETT",949452060617003008
125,madylame,@evanbarnes38 is this a subtweet to bean?,949451168501108736,evanbarnes38,"She pushed me to be more strange than I already was, but who do I have to thank for that?",949445848223703040
126,Raeocchipinti,@SageEnglish Is this a subtweet,949449719356456961,SageEnglish,WHEN THE DARK SKIN NIGGA FROM CAPTAIN PHILLIPS SAID “IM THE CAPTAIN NOW” .... I FELT THAT,949449517132402689
127,ohaisharaine,@derekngo_ @XSkonseng 🙄 i didn’t think this was about me lol it’s just if you gonna subtweet.. @,949436930512449536,derekngo_,People that get butthurt over pay to win games are broke and mad that they suck and have no chance of unlocking something they want 🤔,949381395180273664
